nodeId,propertyValue
54656,0.9612404689154856
54657,0.9612404689154856
54658,0.15000000000000002
54659,0.9612404689154856
54660,0.9612404689154856
54661,0.15000000000000002
54662,0.16230250897322754
54663,0.15000000000000002
54664,0.9612404689154856
54665,0.9612404689154856
54666,19.54644699574757
54667,0.9612404689154856
54668,0.9612404689154856
54669,0.9612404689154856
54670,0.9612404689154856
54671,0.9612404689154856
54672,0.15000000000000002
54673,0.675425045112835
54674,1.2599487521903854
54675,0.5837956103197939
54676,0.9612404689154856
54677,0.15000000000000002
54678,0.260869511831788
54679,0.4932621698613864
54680,0.9612404689154856
54681,0.7220994790634943
54682,0.9612404689154856
54683,0.9612404689154856
54684,0.9612404689154856
54685,0.9612404689154856
54686,0.9612404689154856
54687,0.15000000000000002
54688,0.15000000000000002
54689,0.15000000000000002
54690,0.9612404689154856
54691,0.9612404689154856
54692,1.7724809378309714
54693,0.9612404689154856
54694,0.4284000594740986
54695,0.9612404689154856
54696,0.5137657685100673
54697,0.9612404689154856
54698,0.9612404689154856
54699,0.9612404689154856
54700,0.9612404689154856
54701,0.9612404689154856
54702,0.260869511831788
54703,0.15000000000000002
54704,0.9612404689154856
54705,1.4539404067226702
54706,1.6114161604540054
54707,0.15000000000000002
54708,0.9612404689154856
54709,0.9612404689154856
54710,0.9612404689154856
54711,0.9612404689154856
54712,0.9612404689154856
54713,0.9612404689154856
54714,0.9612404689154856
54715,0.16567429622968888
54716,0.15000000000000002
54717,0.9612404689154856
54718,0.41374224219818373
54719,0.9612404689154856
54720,0.15000000000000002
54721,0.9612404689154856
54722,0.9612404689154856
54723,0.15000000000000002
54724,0.9612404689154856
54725,0.9612404689154856
54726,0.9612404689154856
54727,0.31474085719730743
54728,0.2775
54729,0.15000000000000002
54730,0.9612404689154856
54731,0.9612404689154856
54732,0.52059691734757
54733,1.3114258906683989
54734,0.15034836065573773
54735,0.6710868890223168
54736,0.2775
54737,0.9612404689154856
54738,0.4789944483338265
54739,1.054723028830249
54740,0.260869511831788
54741,0.2775
54742,0.9612404689154856
54743,0.15000000000000002
54744,0.9612404689154856
54745,2.5837214067464567
54746,0.9612404689154856
54747,0.566599256915404
54748,0.9612404689154856
54749,0.21097249466191392
54750,0.9612404689154856
54751,0.9612404689154856
54752,0.9612404689154856
54753,0.9612404689154856
54754,0.9612404689154856
54755,0.15000000000000002
54756,0.15000000000000002
54757,0.9612404689154856
54758,0.15000000000000002
54759,0.9612404689154856
54760,0.9612404689154856
54761,0.2775
54762,0.260869511831788
54763,0.9612404689154853
54764,0.3717390236635761
54765,0.9612404689154856
54766,0.15000000000000002
54767,0.9612404689154856
54768,0.6403745283734091
54769,0.2775
54770,0.9612404689154856
54771,0.6827657893112788
54772,0.2775
54773,0.15000000000000002
54774,0.9612404689154856
54775,3.204876165608658
54776,0.15000000000000002
54777,0.9612404689154856
54778,0.2093023097089524
54779,0.9612404689154856
54780,0.9612404689154856
54781,0.9612404689154856
54782,0.468540531108301
54783,0.9612404689154856
54784,0.9612404689154856
54785,0.2775
54786,0.9612404689154856
54787,0.15000000000000002
54788,0.15000000000000002
54789,0.9612404689154856
54790,0.9612404689154856
54791,0.2775
54792,0.9612404689154856
54793,0.9612404689154856
54794,0.9612404689154856
54795,0.15000000000000002
54796,0.15000000000000002
54797,0.15000000000000002
54798,0.9612404689154856
54799,0.15000000000000002
54800,0.9612404689154856
54801,0.9612404689154856
54802,0.9612404689154856
54803,0.9612404689154856
54804,0.9612404689154856
54805,0.9612404689154856
54806,0.9612404689154856
54807,0.9612404689154856
54808,0.15000000000000002
54809,0.9612404689154856
54810,0.9612404689154856
54811,0.9612404689154856
54812,0.15000000000000002
54813,0.15000000000000002
54814,0.9612404689154856
54815,0.15000000000000002
54816,0.9612404689154856
54817,0.9612404689154856
54818,0.15000000000000002
54819,0.9612404689154856
54820,0.9612404689154856
54821,0.34614981134936373
54822,0.15000000000000002
54823,0.26342204569245437
54824,0.9612404689154856
54825,0.9502846907221477
54826,0.9612404689154856
54827,0.9612404689154856
54828,0.9612404689154856
54829,0.9612404689154856
54830,0.9612404689154856
54831,0.15000000000000002
54832,14.232941977531977
54833,0.9612404689154856
54834,0.2775
54835,0.15000000000000002
54836,0.34614981134936373
54837,0.18802136859682214
54838,0.9612404689154856
54839,3.6087880775233856
54840,0.15000000000000002
54841,0.2775
54842,0.5772941341226214
54843,0.6237486923860437
54844,0.15000000000000002
54845,0.2775
54846,0.9612404689154856
54847,0.9612404689154856
54848,0.15000000000000002
54849,0.9612404689154856
54850,0.15000000000000002
54851,0.15000000000000002
54852,0.2775
54853,0.9612404689154856
54854,0.34281642213181357
54855,0.15000000000000002
54856,0.2775
54857,0.9612404689154856
54858,0.2775
54859,0.19250000000000003
54860,0.9612404689154856
54861,0.15000000000000002
54862,0.15000000000000002
54863,0.66
54864,0.260869511831788
54865,0.9612404689154856
54866,0.2775
54867,0.9612404689154856
54868,0.9612404689154856
54869,0.15000000000000002
54870,0.9612404689154856
54871,0.9612404689154856
54872,0.161604805807624
