Id,louvainId,wccId
3171681768,13144.0,0.0
463996401,344.0,344.0
1011353088,345.0,345.0
20186635,346.0,346.0
4610065936,4000.0,0.0
524289602,348.0,348.0
13895242,349.0,349.0
337905233,350.0,350.0
1255933524,351.0,351.0
864468408930377728,72645.0,0.0
1134408417668423680,353.0,353.0
1937770087,57741.0,0.0
1480672044002029568,41798.0,0.0
462161531,356.0,356.0
1520405237231910912,357.0,357.0
3309831819,358.0,358.0
1688,30831.0,359.0
429393561,77666.0,360.0
201066140,361.0,361.0
70780573,362.0,362.0
28837536,80412.0,363.0
1234861852879777792,364.0,364.0
1531495262752894976,891.0,365.0
1276568131196973056,47902.0,0.0
3331851939,69535.0,0.0
5768872,368.0,368.0
254281388,369.0,369.0
299894452,370.0,370.0
1537141544066510849,2723.0,371.0
1518757393969999873,26519.0,0.0
1547981022003752961,373.0,373.0
16778949,69057.0,374.0
281806539,72645.0,0.0
783025867,25598.0,0.0
75237089,43907.0,65.0
73402086,378.0,378.0
234096360,379.0,379.0
2667579115,380.0,380.0
2571110125,381.0,381.0
1158659396211286016,382.0,382.0
313525999,15214.0,383.0
1574810747863015424,26575.0,0.0
1297368930663768064,4602.0,0.0
1050710024274812928,386.0,386.0
1596529616600145920,79918.0,0.0
1119468688829292544,388.0,388.0
1575046611629219840,52478.0,0.0
297535222,47902.0,0.0
1176061961328631808,391.0,391.0
3033270020,392.0,392.0
1480345832700485633,393.0,393.0
624953096,394.0,394.0
1572465588345217025,395.0,395.0
866339784112971777,26575.0,0.0
1573995741579812865,397.0,397.0
1154296917129666561,21354.0,398.0
1447957992738103297,399.0,399.0
75761431,400.0,400.0
826101166039789568,4000.0,0.0
20973388,402.0,402.0
1505116961017143300,1081.0,403.0
1565793291941003264,35875.0,0.0
1573262266643857408,4000.0,0.0
300681089,406.0,406.0
111413126,407.0,407.0
1525439378691985408,78192.0,0.0
249563027,409.0,409.0
66848662,410.0,410.0
3358590875,411.0,411.0
19400611,412.0,412.0
281282477,41798.0,0.0
279447484,414.0,414.0
16779204,415.0,415.0
1395291451265884169,416.0,416.0
4895541207,40467.0,417.0
249825248,418.0,418.0
157812708,31477.0,0.0
3342600166,420.0,420.0
932448235,421.0,421.0
2152204269,422.0,422.0
1282934768,423.0,423.0
2482505736,424.0,424.0
714634593538805760,24134.0,425.0
808015647129079808,72556.0,426.0
715251575522988032,25598.0,0.0
830212118,428.0,428.0
263456799,2817.0,0.0
71305251,430.0,430.0
788524,25919.0,109.0
751568942,67250.0,432.0
137103414,433.0,433.0
3030911032,434.0,434.0
1108930580102569984,3334.0,435.0
1196157481354846208,41611.0,436.0
405538880,10468.0,437.0
1556715305103233024,438.0,438.0
2366113867,56270.0,197.0
1362368542344011777,59786.0,440.0
351537247,441.0,441.0
130549887,29575.0,0.0
3310094463,443.0,443.0
1345510964217712640,4000.0,0.0
1556637769644052480,32620.0,0.0
763219241386577920,446.0,446.0
1366123517587165184,27363.0,0.0
1536990210113867776,448.0,448.0
1411214895836762113,449.0,449.0
1526681379404189697,450.0,450.0
1475400952140206080,75546.0,0.0
785784799323688960,452.0,452.0
1585937949597831168,453.0,453.0
1368586029536579586,454.0,454.0
1580211591001346050,455.0,455.0
1515911303566659586,456.0,456.0
1597655887363117058,457.0,457.0
1528466798416433154,14336.0,0.0
821429675222306819,25935.0,459.0
1427168312757260291,72674.0,460.0
1543628343072985090,461.0,461.0
1558525237179912194,71654.0,0.0
1590467066129223682,8376.0,0.0
1498228999998345220,25086.0,464.0
1429337113946951684,34090.0,465.0
1454517389924700164,48641.0,466.0
1426254293435355139,41798.0,0.0
1349018068350078979,1632.0,0.0
1382338996970393605,72829.0,469.0
1543960900671049732,15244.0,470.0
1574165736934805508,19486.0,0.0
1430760798339665924,472.0,472.0
1510585462238416900,473.0,473.0
1452039853835751430,3864.0,474.0
1459298125152194566,60410.0,475.0
1473131567270793222,25000.0,0.0
1521428380217970694,23523.0,477.0
1392155737263116293,26054.0,0.0
1497861464136290311,78192.0,0.0
1502369937930784774,8104.0,480.0
1528851150291800070,66123.0,481.0
705039826979065862,482.0,482.0
1572901626456772614,19486.0,0.0
1527876379345358856,78192.0,0.0
1474186860314431496,54741.0,485.0
24905898,39194.0,486.0
1579555069699231752,41798.0,0.0
1504494683216613383,488.0,488.0
1450114033659613193,55985.0,489.0
1421536080466219016,490.0,490.0
1595504547505573896,50178.0,0.0
1572621454599983112,492.0,492.0
1419777616031191049,493.0,493.0
1436727740502315018,8376.0,0.0
1465377732972449802,495.0,495.0
1430321277215117322,496.0,496.0
1401951138539311114,497.0,497.0
1464540965767680009,498.0,498.0
1477362703584923659,32620.0,0.0
1507797806886621195,25598.0,0.0
1581665034526199819,501.0,501.0
1474417748956614667,502.0,502.0
1431600836128477194,42994.0,503.0
1380161420348821516,504.0,504.0
1414939265469976588,4000.0,0.0
1575548370508255244,32620.0,0.0
1584962694989418508,47902.0,0.0
1122390802771140608,508.0,508.0
1450903241827487757,25598.0,0.0
1071937852815106048,510.0,510.0
985034001017659392,511.0,511.0
1452363344648802316,30575.0,512.0
1504866315856711693,78192.0,0.0
1450861428391481358,514.0,514.0
741793068,25919.0,109.0
553650379,516.0,516.0
167774412,517.0,517.0
1429433586462167055,1093.0,518.0
1584631828895436815,519.0,519.0
1037346736300150784,520.0,520.0
25692368,32756.0,521.0
1577382408718061584,522.0,522.0
1527517279260446736,72658.0,523.0
1455576852492324872,524.0,524.0
1594782953120403472,525.0,525.0
1579571584142086161,526.0,526.0
1368507991499149329,25000.0,0.0
1480913594967592977,528.0,528.0
220203225,529.0,529.0
424937687,530.0,530.0
1575545870283640850,52478.0,0.0
1594785140793872402,32620.0,0.0
1584602461100249106,533.0,533.0
242223332,534.0,534.0
1573358908709675009,535.0,535.0
1595718220555595776,1172.0,0.0
14158067,15393.0,537.0
1574168105110056960,11061.0,0.0
846221856701001728,539.0,539.0
1575249406986752024,540.0,540.0
1595170372525166616,541.0,541.0
1575243437200314394,542.0,542.0
1578103094231109658,543.0,543.0
1446543402649194523,544.0,544.0
1575543752227229723,545.0,545.0
948226095823966208,1632.0,0.0
219416852,547.0,547.0
16255254,78670.0,548.0
1594780417017712670,60233.0,0.0
615516449,550.0,550.0
1282148652,47121.0,0.0
449579309,552.0,552.0
2489583920,553.0,553.0
717490493,554.0,554.0
210766152,47157.0,555.0
23071054,52032.0,556.0
962595169,2817.0,0.0
88869220,558.0,558.0
100141415,559.0,559.0
801638761,29575.0,0.0
1283173964190298112,561.0,561.0
1518129197172109312,11061.0,0.0
1025024308740075520,563.0,563.0
64489845,25598.0,0.0
173803892,14043.0,0.0
71043458,566.0,566.0
1537466803433222145,567.0,567.0
1273467491646418945,7320.0,568.0
1246722993897844737,16646.0,569.0
1278996472571342849,570.0,570.0
346294679,4973.0,571.0
1727531420,71426.0,572.0
319818142,1632.0,0.0
3218082208,41798.0,0.0
1356416668679962624,2817.0,0.0
841280711143358464,68122.0,576.0
1099696568,577.0,577.0
723238117742903297,69535.0,0.0
3105360326,579.0,579.0
3251636687,71654.0,0.0
3289647572,581.0,581.0
240388566,582.0,582.0
1595142089578205184,19486.0,0.0
248777189,57219.0,584.0
1470460217083121665,585.0,585.0
2883586548,586.0,586.0
465308165,587.0,587.0
386402821,41798.0,0.0
485231111,47678.0,589.0
1509610246846787590,78192.0,0.0
1575237317853270018,47902.0,0.0
17828368,11061.0,0.0
130288146,593.0,593.0
19663380,594.0,594.0
1634208277,595.0,595.0
236718614,596.0,596.0
896049350681538567,19486.0,0.0
1194652777227726855,34828.0,598.0
139201059,19486.0,0.0
1051171,24346.0,600.0
629410358,48259.0,601.0
1126697528,602.0,602.0
1012927032,603.0,603.0
1893468733,31477.0,0.0
1512311371,35875.0,0.0
501221972,606.0,606.0
1239431730177757185,607.0,607.0
1205445919946264576,608.0,608.0
1355587755129131008,45623.0,0.0
1231266771287625728,32620.0,0.0
490736232,23821.0,611.0
2671,612.0,556.0
1329558704979660801,45623.0,0.0
512756357,61686.0,0.0
939959010534576130,615.0,615.0
180619917,8376.0,0.0
83888782,346.0,346.0
717418834303524864,618.0,618.0
1583475156768399360,32620.0,0.0
3380087441,620.0,620.0
717798621618511872,19486.0,0.0
827666088636850176,47814.0,622.0
1572532507274256384,623.0,623.0
342887064,624.0,624.0
1516946925635141632,625.0,625.0
1573265098772193281,626.0,626.0
4197051,25842.0,627.0
1577306454154944514,628.0,628.0
1113740961757065216,629.0,629.0
995144190068584448,630.0,630.0
1118212127133593600,631.0,631.0
1212898071513722880,632.0,632.0
1234615294204637184,633.0,633.0
318769865,27363.0,0.0
558893770,635.0,635.0
52169421,636.0,636.0
1053035221,637.0,637.0
1575184418456608771,638.0,638.0
1574151166899920899,639.0,639.0
154405611,640.0,640.0
3170110193,641.0,641.0
2264926972,19149.0,642.0
2850294528,643.0,643.0
191105805,644.0,644.0
2630093584,32620.0,0.0
1921780530,41611.0,436.0
106957621,647.0,647.0
2417232696,648.0,648.0
20450112,649.0,649.0
4195093318,650.0,650.0
745540429,651.0,651.0
2693008208,652.0,652.0
2323385174,653.0,653.0
143133544,654.0,654.0
490998646,63672.0,655.0
211553152,70416.0,656.0
623381376,657.0,657.0
1257245570,35875.0,0.0
780929923,659.0,659.0
14420872,52032.0,556.0
17566603,661.0,661.0
54266773,78113.0,662.0
167250854,663.0,663.0
90704806,664.0,664.0
330042294,665.0,665.0
2396785596,666.0,666.0
69471185,667.0,667.0
139201492,668.0,668.0
14945261,669.0,669.0
161745903,670.0,670.0
789842159264473088,11061.0,0.0
1571802371902128128,672.0,672.0
71568375,673.0,673.0
1522691977451651072,674.0,674.0
1574453758561599488,2817.0,0.0
1469206905407127552,676.0,676.0
1581169273594167296,677.0,677.0
18091004,32620.0,0.0
822348800,679.0,679.0
14683139,51636.0,680.0
1931217932,681.0,681.0
1524880180342407169,682.0,682.0
1597490018322464769,683.0,683.0
846809175502077953,684.0,684.0
1579888224436207617,60233.0,0.0
2253917208,686.0,686.0
1572020544161169410,1632.0,0.0
1546722127004549122,688.0,688.0
1123080646182735872,689.0,689.0
1167512276670255104,690.0,690.0
1106299176017629184,25598.0,0.0
1079626016191119360,11061.0,0.0
145493051,693.0,693.0
1577641586636341251,11061.0,0.0
1572279187360169987,695.0,695.0
1201180817092939777,696.0,696.0
1301546426225299457,2817.0,0.0
745296239533658113,698.0,698.0
746793553985179649,699.0,699.0
1555818892970409987,32620.0,0.0
250350672,701.0,701.0
1510757576253882372,31609.0,702.0
1241380794007982082,3558.0,703.0
752094302,704.0,704.0
764415074,57741.0,0.0
3312454758,45623.0,0.0
537922673,26054.0,0.0
67112059,708.0,708.0
21761149,709.0,709.0
1317276798,710.0,710.0
882787518529363968,711.0,711.0
12848262,712.0,712.0
52956296,713.0,713.0
709364878,714.0,714.0
1060113558,23022.0,0.0
1033504891573071872,716.0,716.0
4785704090,4000.0,0.0
1572539401711894535,11061.0,0.0
499649705,72645.0,0.0
457444522,51636.0,680.0
794037421,71654.0,0.0
1855720621,722.0,722.0
1575578516397195264,37073.0,0.0
3252,66087.0,724.0
338955445,725.0,725.0
966773374583123968,726.0,726.0
1568942148195581953,727.0,727.0
5770442,728.0,728.0
100928719,52478.0,0.0
423103701,730.0,730.0
4672720088,731.0,731.0
1339464773541519360,732.0,732.0
1267886042587291648,3694.0,0.0
38244371,2270.0,734.0
103550181,31697.0,735.0
2154040561,45623.0,0.0
379587825,737.0,737.0
15207668,22196.0,738.0
861438161834172417,739.0,739.0
1717308666,740.0,740.0
425463037,2020.0,741.0
145493246,1632.0,0.0
3434351878,71654.0,0.0
3244821769,744.0,744.0
829689102,745.0,745.0
109579534,746.0,746.0
1326414611101396992,2817.0,0.0
3294891302,748.0,748.0
1521967268913385472,749.0,749.0
14159148,1632.0,0.0
57937201,69535.0,0.0
25955634,752.0,752.0
1214319515128889344,32620.0,0.0
279711047,754.0,754.0
257953096,60233.0,0.0
22023502,28849.0,756.0
193203542,45623.0,0.0
754453848,71654.0,0.0
14421336,759.0,759.0
1337166321381945347,2631.0,760.0
2680425823,761.0,761.0
717753695,762.0,762.0
1150445942887219201,763.0,763.0
724569446,764.0,764.0
2290617709,1632.0,0.0
141036911,766.0,766.0
2511080844,767.0,767.0
125308308,768.0,768.0
189009300,769.0,769.0
2261519768,770.0,770.0
3834645913,1172.0,0.0
294129065,1172.0,0.0
133434802,7868.0,773.0
484183477,774.0,774.0
490212791,775.0,775.0
547622332,32620.0,0.0
39849409,777.0,777.0
4442033603,778.0,778.0
1366225834793697280,779.0,779.0
1374925577740812288,13144.0,0.0
1375154595329146880,78192.0,0.0
416812500,782.0,782.0
20975060,783.0,783.0
347868631,784.0,784.0
117968344,785.0,785.0
631770586,38129.0,0.0
1088949722,787.0,787.0
316411358,788.0,788.0
554700260,789.0,789.0
3272084972,790.0,790.0
544214511,791.0,791.0
276041209,792.0,792.0
624168449,793.0,793.0
15207956,70244.0,794.0
226758164,47902.0,0.0
209718813,1632.0,0.0
1520177142901968896,38129.0,0.0
601361957,798.0,798.0
1431047719,64225.0,799.0
3616280116,800.0,800.0
224661048,801.0,801.0
2871004738,1172.0,0.0
842088074091888645,71654.0,0.0
1047268940,804.0,804.0
1045696086,805.0,805.0
1542154254055612416,70276.0,806.0
331615837,807.0,807.0
123211359,808.0,808.0
2296647283,28724.0,809.0
149163636,810.0,810.0
236457592,66786.0,811.0
1449738905310449664,812.0,812.0
1283345564030193664,75546.0,0.0
971912667249233920,814.0,814.0
1093510016907333632,32620.0,0.0
1573664369908633600,816.0,816.0
1573801392787148800,61686.0,0.0
1516035636897239040,818.0,818.0
1551508502744649728,57741.0,0.0
131599994,820.0,820.0
1525877057581993984,821.0,821.0
1718095494,822.0,822.0
1517555336,26054.0,0.0
2351173256,824.0,824.0
1832128142,825.0,825.0
276303502,826.0,826.0
274206352,827.0,827.0
1594294257472491521,828.0,828.0
1573682201807540225,47902.0,0.0
181145237,830.0,830.0
1461793553244475393,32620.0,0.0
2429816471,4000.0,0.0
1295305373986050049,833.0,833.0
1573781419847045121,834.0,834.0
966586032165736449,39917.0,0.0
1086659419784597505,26054.0,0.0
963645084,837.0,837.0
155717277,838.0,838.0
636751511,839.0,839.0
1497480899558100994,840.0,840.0
1241680135541137408,841.0,841.0
1215911403627913216,842.0,842.0
4704439998,843.0,843.0
174853829,844.0,844.0
1492207875598569475,845.0,845.0
4707061449,846.0,846.0
611847887,847.0,847.0
2159808218,848.0,848.0
578293467,849.0,849.0
552603355,850.0,850.0
366481116,851.0,851.0
1402573266951327748,852.0,852.0
1504521509792108548,853.0,853.0
1502330016956403716,58424.0,854.0
1295847394421153794,26054.0,0.0
204476140,47031.0,856.0
3840,857.0,857.0
1046602632838635520,858.0,858.0
1031792987804655616,43367.0,859.0
868224769,860.0,860.0
927426236137201664,25000.0,0.0
1133254063536070656,78607.0,862.0
917916135084908545,59415.0,863.0
1045845322210074625,17355.0,206.0
904405973661507585,865.0,865.0
1041152788087037953,866.0,866.0
969060908340207616,867.0,867.0
1069725931730755586,7177.0,868.0
928205659497160706,869.0,869.0
992290735968870402,870.0,870.0
948987289815867393,47902.0,0.0
613682959,872.0,872.0
1447636018723803142,873.0,873.0
1031049108763566082,874.0,874.0
1077517594205216770,35875.0,0.0
1002164535422214146,876.0,876.0
1478138206696599554,78192.0,0.0
1516507117859098624,32620.0,0.0
61083422,2817.0,0.0
582487840,5692.0,880.0
783552308,881.0,881.0
34082620,882.0,882.0
209719104,883.0,883.0
121638729,884.0,884.0
1500500937219231753,72945.0,885.0
519835485,72614.0,556.0
571215713,887.0,887.0
954743863742263296,57741.0,0.0
1024684128829140992,78192.0,0.0
948128372055568384,44470.0,0.0
1535138926050127872,891.0,365.0
286265209,892.0,892.0
46403451,893.0,893.0
1368831925453025281,26916.0,894.0
95424382,895.0,895.0
147328902,896.0,896.0
415764360,897.0,897.0
943511471727800322,898.0,898.0
1576915469918945280,19486.0,0.0
1575340127185944576,900.0,900.0
1572586083828776960,4000.0,0.0
1579217263688826880,35875.0,0.0
824008369455382528,903.0,903.0
1576698437705285632,27363.0,0.0
1573271998964318208,905.0,905.0
1573565190880247808,906.0,906.0
1486760363580342272,25000.0,0.0
1572587137169506304,908.0,908.0
3090943907,909.0,909.0
50073507,61463.0,910.0
1070600101,911.0,911.0
49287084,912.0,912.0
1544811011630317569,913.0,913.0
205787056,25000.0,0.0
1576739623757299713,915.0,915.0
123998132,916.0,916.0
436735925,917.0,917.0
396365748,34323.0,918.0
96210874,919.0,919.0
1419828645238030338,920.0,920.0
1463626984139931650,63105.0,921.0
2493517770,922.0,922.0
2397310923,923.0,923.0
25694156,924.0,924.0
2639531978,25000.0,0.0
1398543306741661698,47902.0,0.0
1108348879,927.0,927.0
1389643306917838850,47902.0,0.0
1357909969,929.0,929.0
443551702,19486.0,0.0
1575045533500063747,25598.0,0.0
177475572,932.0,932.0
67112951,933.0,933.0
1374358084173316100,41798.0,0.0
154931196,8376.0,0.0
1394487819163209730,936.0,936.0
827904387653570560,937.0,937.0
1213122701256036353,39917.0,0.0
1220455851736961024,939.0,939.0
1009674620553662464,940.0,940.0
909094221797134336,941.0,941.0
1540196166918213632,942.0,942.0
903819696746532864,26054.0,0.0
1528909928898760704,26054.0,0.0
1551005595250987008,945.0,945.0
1213345258680881152,946.0,946.0
1552914865383018497,47902.0,0.0
1536890258117103618,948.0,948.0
1540670163271290883,949.0,949.0
708862499513176068,950.0,950.0
323489806,50178.0,0.0
1290255765064650758,11821.0,952.0
1543436939210002439,25000.0,0.0
1940131855,954.0,954.0
1586612424546861061,955.0,955.0
2286651994,956.0,956.0
341577764,50178.0,0.0
16519207,76211.0,958.0
1021579310,17355.0,206.0
415240253,46068.0,960.0
45617221,71175.0,961.0
1492012181512196096,25000.0,0.0
440930379,35912.0,963.0
1575045813851590656,964.0,964.0
1498290464579063808,965.0,965.0
821307803646234624,966.0,966.0
378802253,61686.0,0.0
