Id,louvainId,wccId,pagerank
69207219,75546.0,0.0,0.2775
1573982848595496963,255.0,255.0,0.9612404689154856
1396055913665028097,75546.0,0.0,2.6511689807251324
1546483982648369153,257.0,257.0,1.7724809378309714
2202535097,258.0,258.0,0.9612404689154856
1357631111694802945,259.0,259.0,0.9612404689154856
223610043,260.0,260.0,0.9612404689154856
1518522795289894913,261.0,261.0,0.9612404689154856
2482767037,262.0,262.0,0.9612404689154856
1392564564278009857,41798.0,0.0,0.1714915968980919
2360511,40787.0,264.0,0.15
1374357622518919170,11061.0,0.0,1.082403818542639
711460038,266.0,266.0,0.9612404689154856
2352219337,267.0,267.0,0.9612404689154856
1426851018,268.0,268.0,0.9612404689154856
1546245590220169218,269.0,269.0,0.9612404689154856
1431585118209073154,270.0,270.0,0.9612404689154856
1419106966098567170,271.0,271.0,0.385875
1010734843217391616,4000.0,0.0,0.15
7865552,273.0,273.0,0.2775
1555932755275440130,274.0,274.0,0.9612404689154856
157811945,275.0,275.0,0.9612404689154856
1546847395132104707,26054.0,0.0,0.15
2320762096,277.0,277.0,0.2775
871105783,278.0,278.0,0.9612404689154856
256640255,279.0,279.0,0.2775
2746221825,280.0,280.0,0.9612404689154856
263980293,4000.0,0.0,0.260869511831788
822807935394775040,282.0,282.0,0.9612404689154856
138937620,29013.0,283.0,0.15
207619350,284.0,284.0,0.9612404689154856
421266728,285.0,285.0,0.9612404689154856
2492990768,286.0,286.0,0.9612404689154856
2917139774,287.0,287.0,0.9612404689154856
715916606,68800.0,288.0,0.15
89392448,35875.0,0.0,0.15
403703115,72645.0,0.0,0.1606279565877375
14157134,291.0,291.0,0.405
139724115,292.0,292.0,0.9612404689154856
194512228,293.0,293.0,0.9612404689154856
1386246771375026177,294.0,294.0,0.2775
1421700536966000641,295.0,295.0,0.2775
2755396973,1104.0,296.0,0.15
1946682733,50178.0,0.0,0.5681976258110341
212075892,13144.0,0.0,0.5516501058050182
268174712,299.0,299.0,0.9612404689154856
1333823394308108290,15247.0,300.0,0.15
1478889361441763330,301.0,301.0,0.2775
785260250551156736,302.0,302.0,0.9612404689154856
708563135934889984,303.0,303.0,0.9612404689154856
1011851754667900928,52478.0,0.0,1.123617030741983
1290037081977257984,305.0,305.0,0.9612404689154856
2375026058,26054.0,0.0,0.15
766250901392719872,307.0,307.0,0.9612404689154856
1316988379985215488,69791.0,0.0,0.15
837766451767410688,32620.0,0.0,0.15
872302340434427904,310.0,310.0,0.9612404689154856
1232414520565432320,4000.0,0.0,0.7088634975740052
919864722,1632.0,0.0,0.15
1489039585443262467,25174.0,313.0,0.15
708601196861325313,41157.0,314.0,0.15
1313376262291849217,75423.0,315.0,0.15
991685047114661889,316.0,316.0,0.9612404689154856
925416563527778305,1172.0,0.0,0.15
1591869713507811329,318.0,318.0,0.9612404689154856
1572708390958137345,319.0,319.0,0.9612404689154856
1299319124242333697,320.0,320.0,0.9612404689154856
1267431591866925057,39917.0,0.0,0.260869511831788
1256036855457382401,322.0,322.0,0.9612404689154856
1551860304291692545,19486.0,0.0,0.6937476004295444
1574344740610445312,324.0,324.0,0.9612404689154856
61867439,79178.0,325.0,0.15
247989680,65342.0,326.0,0.15
1504129469048631300,327.0,327.0,0.9612404689154856
1128350164786216962,33171.0,328.0,0.15
1306825911963013120,35712.0,329.0,0.15
887519245944279040,26054.0,0.0,0.15
952820028839088128,19486.0,0.0,0.1975249515842377
2818573757,332.0,332.0,0.9612404689154856
1387267514,333.0,333.0,0.9612404689154856
870928856458252288,61686.0,0.0,0.2775
19924413,335.0,335.0,0.2775
2421687752,39917.0,0.0,0.3461498113493637
34080203,4000.0,0.0,0.3428164221318135
2347501004,338.0,338.0,0.9612404689154856
3914335692,339.0,339.0,1.7724809378309714
3120301530,33631.0,340.0,0.15
1138492890,341.0,341.0,0.9612404689154856
463996386,37073.0,0.0,0.4342172733228896
3171681768,13144.0,0.0,0.260869511831788
463996401,344.0,344.0,0.9612404689154856
1011353088,345.0,345.0,0.9612404689154856
20186635,346.0,346.0,0.2775
4610065936,4000.0,0.0,0.2775
524289602,348.0,348.0,0.2775
13895242,349.0,349.0,0.2775
337905233,350.0,350.0,0.9612404689154856
1255933524,351.0,351.0,0.9612404689154856
864468408930377728,72645.0,0.0,0.2394116029014354
1134408417668423680,353.0,353.0,0.9612404689154856
1937770087,57741.0,0.0,0.2712519903064402
1480672044002029568,41798.0,0.0,0.4137422421981837
462161531,356.0,356.0,0.9612404689154856
1520405237231910912,357.0,357.0,0.9612404689154856
3309831819,358.0,358.0,0.2775
1688,30831.0,359.0,0.15
429393561,77666.0,360.0,0.1755
201066140,361.0,361.0,0.2775
70780573,362.0,362.0,0.2775
28837536,80412.0,363.0,0.1925
1234861852879777792,364.0,364.0,0.2775
1531495262752894976,891.0,365.0,0.15
1276568131196973056,47902.0,0.0,1.4703915622374513
3331851939,69535.0,0.0,0.2957142857142857
5768872,368.0,368.0,1.6616113124213123
254281388,369.0,369.0,0.2775
299894452,370.0,370.0,0.9612404689154856
1537141544066510849,2723.0,371.0,0.2775
1518757393969999873,26519.0,0.0,0.539582904945594
1547981022003752961,373.0,373.0,0.9612404689154858
16778949,69057.0,374.0,0.15
281806539,72645.0,0.0,0.15
783025867,25598.0,0.0,0.15
75237089,43907.0,65.0,0.17125
73402086,378.0,378.0,0.9612404689154856
234096360,379.0,379.0,0.9612404689154856
2667579115,380.0,380.0,0.9612404689154856
2571110125,381.0,381.0,0.9612404689154856
1158659396211286016,382.0,382.0,0.9612404689154856
313525999,15214.0,383.0,0.15
1574810747863015424,26575.0,0.0,0.15
1297368930663768064,4602.0,0.0,0.2775
1050710024274812928,386.0,386.0,0.9612404689154856
1596529616600145920,79918.0,0.0,0.2093023097089524
1119468688829292544,388.0,388.0,0.9612404689154856
1575046611629219840,52478.0,0.0,0.15
297535222,47902.0,0.0,0.3807758770852754
1176061961328631808,391.0,391.0,0.9612404689154856
3033270020,392.0,392.0,0.2775
1480345832700485633,393.0,393.0,0.9612404689154856
624953096,394.0,394.0,0.9612404689154856
1572465588345217025,395.0,395.0,0.9612404689154856
866339784112971777,26575.0,0.0,0.2597092843368127
1573995741579812865,397.0,397.0,0.9612404689154856
1154296917129666561,21354.0,398.0,1.2559911347525046
1447957992738103297,399.0,399.0,0.9612404689154856
75761431,400.0,400.0,0.9612404689154856
826101166039789568,4000.0,0.0,0.5137657685100673
20973388,402.0,402.0,1.17
1505116961017143300,1081.0,403.0,0.15
1565793291941003264,35875.0,0.0,1.0812527343867453
1573262266643857408,4000.0,0.0,1.0066817810486586
300681089,406.0,406.0,0.9612404689154856
111413126,407.0,407.0,0.9612404689154856
1525439378691985408,78192.0,0.0,0.15
249563027,409.0,409.0,0.9612404689154856
66848662,410.0,410.0,0.9612404689154856
3358590875,411.0,411.0,0.9612404689154856
19400611,412.0,412.0,0.2775
281282477,41798.0,0.0,0.15
279447484,414.0,414.0,0.9612404689154856
16779204,415.0,415.0,0.2775
1395291451265884169,416.0,416.0,0.9612404689154856
4895541207,40467.0,417.0,0.15
249825248,418.0,418.0,0.9612404689154856
157812708,31477.0,0.0,0.15
3342600166,420.0,420.0,0.2775
932448235,421.0,421.0,0.9612404689154856
2152204269,422.0,422.0,0.1503483606557377
1282934768,423.0,423.0,0.9612404689154856
2482505736,424.0,424.0,0.9612404689154856
714634593538805760,24134.0,425.0,0.15
808015647129079808,72556.0,426.0,0.15
715251575522988032,25598.0,0.0,0.767579775561565
830212118,428.0,428.0,0.9612404689154856
263456799,2817.0,0.0,0.1896142351345728
71305251,430.0,430.0,0.9612404689154856
788524,25919.0,109.0,0.32
751568942,67250.0,432.0,0.15
137103414,433.0,433.0,0.9612404689154856
3030911032,434.0,434.0,0.9612404689154856
1108930580102569984,3334.0,435.0,0.15
1196157481354846208,41611.0,436.0,0.15
405538880,10468.0,437.0,0.15
1556715305103233024,438.0,438.0,0.9612404689154856
2366113867,56270.0,197.0,0.15
1362368542344011777,59786.0,440.0,0.15
351537247,441.0,441.0,0.3717390236635761
130549887,29575.0,0.0,0.6403745283734091
3310094463,443.0,443.0,0.9612404689154856
1345510964217712640,4000.0,0.0,0.4137422421981837
1556637769644052480,32620.0,0.0,0.4637129994227701
763219241386577920,446.0,446.0,0.9612404689154856
1366123517587165184,27363.0,0.0,0.2775
1536990210113867776,448.0,448.0,0.9612404689154856
1411214895836762113,449.0,449.0,0.9612404689154856
1526681379404189697,450.0,450.0,0.9612404689154856
1475400952140206080,75546.0,0.0,0.2176309623293048
785784799323688960,452.0,452.0,0.9612404689154856
1585937949597831168,453.0,453.0,0.9612404689154856
1368586029536579586,454.0,454.0,0.9612404689154856
1580211591001346050,455.0,455.0,0.9612404689154856
1515911303566659586,456.0,456.0,0.9612404689154856
1597655887363117058,457.0,457.0,0.9612404689154856
1528466798416433154,14336.0,0.0,0.260869511831788
821429675222306819,25935.0,459.0,0.15
1427168312757260291,72674.0,460.0,0.15
1543628343072985090,461.0,461.0,0.9612404689154856
1558525237179912194,71654.0,0.0,0.260869511831788
1590467066129223682,8376.0,0.0,1.1198677933346544
1498228999998345220,25086.0,464.0,0.15
1429337113946951684,34090.0,465.0,0.15
1454517389924700164,48641.0,466.0,0.15
1426254293435355139,41798.0,0.0,1.5461067635579486
1349018068350078979,1632.0,0.0,0.5663253737878639
1382338996970393605,72829.0,469.0,0.15
1543960900671049732,15244.0,470.0,0.15
1574165736934805508,19486.0,0.0,0.15
1430760798339665924,472.0,472.0,0.9612404689154856
1510585462238416900,473.0,473.0,0.9612404689154856
1452039853835751430,3864.0,474.0,0.15
1459298125152194566,60410.0,475.0,0.15
1473131567270793222,25000.0,0.0,0.15
1521428380217970694,23523.0,477.0,0.15
1392155737263116293,26054.0,0.0,0.4826086275855297
1497861464136290311,78192.0,0.0,0.15
1502369937930784774,8104.0,480.0,0.15
1528851150291800070,66123.0,481.0,0.15
705039826979065862,482.0,482.0,0.9612404689154856
1572901626456772614,19486.0,0.0,1.1524931088498964
1527876379345358856,78192.0,0.0,2.405158975713613
1474186860314431496,54741.0,485.0,0.15
24905898,39194.0,486.0,0.15
1579555069699231752,41798.0,0.0,3.393862288937225
1504494683216613383,488.0,488.0,0.9612404689154856
1450114033659613193,55985.0,489.0,0.15
1421536080466219016,490.0,490.0,2.251112700884286
1595504547505573896,50178.0,0.0,0.15
1572621454599983112,492.0,492.0,0.9612404689154856
1419777616031191049,493.0,493.0,0.9612404689154856
1436727740502315018,8376.0,0.0,0.260869511831788
1465377732972449802,495.0,495.0,1.7724809378309714
1430321277215117322,496.0,496.0,0.9612404689154856
1401951138539311114,497.0,497.0,0.9612404689154856
1464540965767680009,498.0,498.0,0.9612404689154856
1477362703584923659,32620.0,0.0,0.6746253686310897
1507797806886621195,25598.0,0.0,0.15
1581665034526199819,501.0,501.0,0.9612404689154856
1474417748956614667,502.0,502.0,0.9612404689154856
1431600836128477194,42994.0,503.0,0.235
1380161420348821516,504.0,504.0,0.9612404689154856
1414939265469976588,4000.0,0.0,0.15
1575548370508255244,32620.0,0.0,0.260869511831788
1584962694989418508,47902.0,0.0,0.15
1122390802771140608,508.0,508.0,0.9612404689154856
1450903241827487757,25598.0,0.0,0.260869511831788
1071937852815106048,510.0,510.0,0.9612404689154856
985034001017659392,511.0,511.0,0.9612404689154856
1452363344648802316,30575.0,512.0,0.15
1504866315856711693,78192.0,0.0,0.15
1450861428391481358,514.0,514.0,0.9612404689154856
741793068,25919.0,109.0,0.15
553650379,516.0,516.0,0.9612404689154856
167774412,517.0,517.0,0.9612404689154856
1429433586462167055,1093.0,518.0,0.15
1584631828895436815,519.0,519.0,0.9612404689154856
1037346736300150784,520.0,520.0,0.9612404689154856
25692368,32756.0,521.0,0.21375
1577382408718061584,522.0,522.0,0.9612404689154856
1527517279260446736,72658.0,523.0,0.15
1455576852492324872,524.0,524.0,0.2775
1594782953120403472,525.0,525.0,0.9612404689154856
1579571584142086161,526.0,526.0,0.9612404689154856
1368507991499149329,25000.0,0.0,0.181875
1480913594967592977,528.0,528.0,0.9612404689154856
220203225,529.0,529.0,0.405
424937687,530.0,530.0,0.2775
1575545870283640850,52478.0,0.0,1.169964703406822
1594785140793872402,32620.0,0.0,0.15
1584602461100249106,533.0,533.0,0.9612404689154856
242223332,534.0,534.0,0.2775
1573358908709675009,535.0,535.0,0.9612404689154856
1595718220555595776,1172.0,0.0,0.15
14158067,15393.0,537.0,0.15
1574168105110056960,11061.0,0.0,0.9154909215198308
846221856701001728,539.0,539.0,0.9612404689154856
1575249406986752024,540.0,540.0,0.9612404689154856
1595170372525166616,541.0,541.0,0.9612404689154856
1575243437200314394,542.0,542.0,0.9612404689154856
1578103094231109658,543.0,543.0,0.9612404689154856
1446543402649194523,544.0,544.0,0.9612404689154856
1575543752227229723,545.0,545.0,0.9612404689154856
948226095823966208,1632.0,0.0,0.15
219416852,547.0,547.0,0.9612404689154856
16255254,78670.0,548.0,0.1925
1594780417017712670,60233.0,0.0,0.2296351327770752
615516449,550.0,550.0,0.9612404689154856
1282148652,47121.0,0.0,0.15
449579309,552.0,552.0,0.9612404689154856
2489583920,553.0,553.0,0.9612404689154856
717490493,554.0,554.0,0.9612404689154856
210766152,47157.0,555.0,0.15
23071054,52032.0,556.0,0.21375
962595169,2817.0,0.0,0.2489888384335476
88869220,558.0,558.0,0.9612404689154856
100141415,559.0,559.0,0.9612404689154856
801638761,29575.0,0.0,0.15
1283173964190298112,561.0,561.0,0.9612404689154856
1518129197172109312,11061.0,0.0,0.2886672034015899
1025024308740075520,563.0,563.0,0.9612404689154856
64489845,25598.0,0.0,0.260869511831788
173803892,14043.0,0.0,0.4635687721255661
71043458,566.0,566.0,0.9612404689154856
1537466803433222145,567.0,567.0,0.2775
1273467491646418945,7320.0,568.0,0.15
1246722993897844737,16646.0,569.0,0.15
1278996472571342849,570.0,570.0,0.2775
346294679,4973.0,571.0,0.15
1727531420,71426.0,572.0,0.21375
319818142,1632.0,0.0,0.2775
3218082208,41798.0,0.0,6.189428896396424
1356416668679962624,2817.0,0.0,1.051079649664801
841280711143358464,68122.0,576.0,0.21375
1099696568,577.0,577.0,0.9612404689154856
723238117742903297,69535.0,0.0,0.15
3105360326,579.0,579.0,0.9612404689154856
3251636687,71654.0,0.0,0.15
3289647572,581.0,581.0,0.9612404689154856
240388566,582.0,582.0,0.9612404689154856
1595142089578205184,19486.0,0.0,0.1601711735805404
248777189,57219.0,584.0,0.17125
1470460217083121665,585.0,585.0,0.9612404689154856
2883586548,586.0,586.0,0.9612404689154856
465308165,587.0,587.0,0.9612404689154856
386402821,41798.0,0.0,0.5933021345711796
485231111,47678.0,589.0,0.15
1509610246846787590,78192.0,0.0,0.4796661859599433
1575237317853270018,47902.0,0.0,0.2775
17828368,11061.0,0.0,0.5651162475894222
130288146,593.0,593.0,0.9612404689154856
19663380,594.0,594.0,0.2775
1634208277,595.0,595.0,0.2775
236718614,596.0,596.0,0.2775
896049350681538567,19486.0,0.0,0.15
1194652777227726855,34828.0,598.0,0.15
139201059,19486.0,0.0,0.260869511831788
1051171,24346.0,600.0,0.313625
629410358,48259.0,601.0,0.15
1126697528,602.0,602.0,0.9612404689154856
1012927032,603.0,603.0,0.9612404689154856
1893468733,31477.0,0.0,0.15
1512311371,35875.0,0.0,0.15
501221972,606.0,606.0,0.9612404689154856
1239431730177757185,607.0,607.0,0.9612404689154856
1205445919946264576,608.0,608.0,0.9612404689154856
1355587755129131008,45623.0,0.0,0.4288855420778807
1231266771287625728,32620.0,0.0,0.4137422421981837
490736232,23821.0,611.0,0.15
2671,612.0,556.0,0.3042072192085222
1329558704979660801,45623.0,0.0,0.15
512756357,61686.0,0.0,0.1652096777067978
939959010534576130,615.0,615.0,0.9612404689154856
180619917,8376.0,0.0,0.3513744747662811
83888782,346.0,346.0,0.15
717418834303524864,618.0,618.0,0.9612404689154856
1583475156768399360,32620.0,0.0,0.8310730760356094
3380087441,620.0,620.0,0.9612404689154856
717798621618511872,19486.0,0.0,0.15
827666088636850176,47814.0,622.0,0.15
1572532507274256384,623.0,623.0,0.9612404689154856
342887064,624.0,624.0,0.9612404689154856
1516946925635141632,625.0,625.0,0.9612404689154856
1573265098772193281,626.0,626.0,0.9612404689154858
4197051,25842.0,627.0,0.15
1577306454154944514,628.0,628.0,0.9612404689154856
1113740961757065216,629.0,629.0,0.9612404689154856
995144190068584448,630.0,630.0,0.9612404689154856
1118212127133593600,631.0,631.0,0.2775
1212898071513722880,632.0,632.0,0.9612404689154856
1234615294204637184,633.0,633.0,0.9612404689154856
318769865,27363.0,0.0,0.1701577213651542
558893770,635.0,635.0,0.9612404689154856
52169421,636.0,636.0,0.9612404689154856
1053035221,637.0,637.0,0.9612404689154856
1575184418456608771,638.0,638.0,0.9612404689154856
