index,author_id
1019,1226046013842042880
1020,906588648736468992
1021,151785779
1022,243011895
1023,396890435
1024,1039965682790739969
1025,4338749775
1026,3281785202
1027,1562644862
1028,367268232
1029,1081086356
1030,290460053
1031,52433303
1032,1174980649314177024
1033,802405458174562304
1034,2875724207
1035,101454268
1036,202379713
1037,277352914
1038,526914008
1039,1479483583756599301
1040,821860226701950976
1041,1274274093265813504
1042,1571407888035315712
1043,1068976535833640960
1044,1286134280113061888
1045,749201787408842752
1046,1029464539933409280
1047,778111141142822912
1048,1573704749303693312
1049,3214676463
1050,22024691
1051,248254968
1052,1597856377711591425
1053,1577650048816611329
1054,1499755534463156224
1055,1481290642873794560
1056,1484650219661049856
1057,1521892945087315968
1058,1542550469935251456
1059,1550690577049862145
1060,1531800710081560576
1061,1503609409112784896
1062,1521827228145041409
1063,1508649459550666753
1064,1531141733173837826
1065,1537459329150107650
1066,1505410309879906306
1067,1519102119311458306
1068,1516633309966909442
1069,1490661465585762307
1070,1499377005397426179
1071,1483248379790770179
1072,1569892075226939395
1073,1489578737633214466
1074,1501901313285963780
1075,1468446182024245250
1076,1585981905534681090
1077,1591513461024063490
1078,1514995090095489029
1079,1466143810845560832
1080,1284122076929032194
1081,1514164679198789632
1082,4636
1083,1507972770969567238
1084,1557738659511943174
1085,2826965552
1086,10228272
1087,2221937202
1088,1532760271340589057
1089,395579959
1090,2592084536
1091,23073345
1092,34869832
1093,4010545737
1094,2841383502
1095,1578639060851040256
1096,800091868650348544
1097,1575540918672760832
1098,1024710040933072901
1099,600314469
1100,216797805
1101,2308444790
1102,145756795
1103,1389416874786496514
1104,3842773634
1105,1879577221
1106,1290015366
1107,109843079
1108,261100168
1109,74977930
1110,2915308173
1111,791197
1112,819991200
1113,197399207
1114,2264666797
1115,2916881071
1116,3390837425
1117,2829324979
1118,430183112
1119,457446093
1120,1519009522941108224
1121,162823317
1122,703712109675356160
1123,1480709103492210688
1124,1164448472
1125,1354753065329565697
1126,1467738066571960321
1127,1478244987070521345
1128,231215854
1129,161485553
1130,293606138
1131,3269989116
1132,762319616
1133,190321413
1134,266867464
1135,1497516162535596035
1136,2531005222
1137,1509187822867128324
1138,3807646515
1139,1021239470811561984
1140,1261179715
1141,349967181
1142,853951263431507969
1143,304616288
1144,302257001
1145,232002417
1146,1481908515522420743
1147,166990746
1148,570168219
1149,2383680417
1150,120853419
1151,198185913
1152,73929665
1153,563614665
1154,329782236
1155,1312297950
1156,2206471134
1157,2792100855
1158,110629897
1159,2881229840
1160,2363233310
1161,1046378067633922048
1162,1306889927448092672
1163,142349345
1164,1597066311137255424
1165,1546878060015673344
1166,1041285401967616000
1167,118756393
1168,293344304
1169,1503168900883648515
1170,80221241
1171,2796819515
1172,425989199
1173,436999248
1174,2566657105
1175,537662546
1176,1484355200764633090
1177,1411395765600018434
1178,1508914812410945539
1179,1298479255517630464
1180,1573646436025208832
1181,1574168947787796480
1182,874935422799024128
1183,905156165608378368
1184,930209726947889152
1185,1547275359913218048
1186,1553016202448048128
1187,217060466
1188,1282798735257473024
1189,446960757
1190,4835775605
1191,1911297144
1192,894991709427437569
1193,1590408170278719489
1194,1278461652317474817
1195,1215660468448235521
1196,1295244926637281281
1197,1557682116405727233
1198,1540725226086043649
1199,5267
1200,2552763541
1201,904271084492648448
1202,1568984639867424770
1203,759105944836005888
1204,1583229899757740032
1205,1579213380291813376
1206,1579387088365051904
1207,536614050
1208,260314275
1209,1534454301766082560
1210,723802661208875008
1211,393221287
1212,2213811368
1213,1535666593597906945
1214,81007800
1215,1594042019827048449
1216,3305116858
1217,1583224940949561345
1218,1573111536360513537
1219,1573982858791772161
1220,1553244987428593665
1221,1597560331139702785
1222,1454536551430512641
1223,1876432068
1224,49288394
1225,42210513
1226,176005519
1227,2421691609
1228,4637332702
1229,636490979
1230,218633450
1231,1379729657826795524
1232,885856472743018496
1233,15734027
1234,195302684
1235,489428255
1236,1589330452229128193
1237,2585793833
1238,25695532
1239,1711281463
1240,3326350649
1241,120329535
1242,144971089
1243,1591912010773430275
1244,325326191
1245,1115166073
1246,17559856
1247,800386482535968768
1248,800981034858754048
1249,792665881402716160
1250,703912977867517952
1251,1526347119916789760
1252,1537055043945279489
1253,702541219201593344
1254,1526303079213084672
1255,1541832748360314880
1256,1527129521014484993
1257,757075045453705217
1258,1534668462378758145
1259,940512481163739136
1260,762100968494247937
1261,778507478912774146
1262,1526788356637503491
1263,1538001647170793475
1264,1419253135
1265,815244696763019266
1266,1531210058352078850
1267,756494993846480900
1268,1547962148373966852
1269,760910532534644740
1270,783580846359883780
1271,716062778394456069
1272,1474684663222448131
1273,1592555776954228736
1274,1237126224381607937
1275,746062529625980929
1276,1580184007966326785
1277,1555900840203825158
1278,1572877212839182337
1279,1577852968153513985
1280,1121042055000621057
1281,1597774015657017345
1282,1267876500151336961
1283,1548103310820814855
1284,1402000036708429828
1285,1572484941933314050
1286,1533751385770033154
1287,1545649237332983810
1288,856460625752412160
1289,452466109
1290,282596798
1291,100406733
1292,757601791
1293,534779401
1294,2269124106
1295,3230668306
1296,1003465630908022790
1297,104863279
1298,1473386470702526473
1299,376444474
1300,850439413637238784
1301,913866623081172992
1302,895034497963577344
1303,1021256788665094144
1304,973232551983763456
1305,152311372
1306,279713370
1307,589043294
1308,346822246
1309,1667503724
1310,887466890267828224
1311,386668154
1312,111416958
1313,1540733076795686912
1314,1573599088888905728
1315,934922775537491969
1316,14161554
1317,4869854867
1318,1247549077
1319,194516631
1320,581703328
1321,1528018646852726784
1322,1316324535839256576
1323,1595344240002756608
1324,749443224368869376
1325,1552357548988067840
1326,1266261849160314880
1327,12588712
1328,1335815962595979264
1329,72881827
1330,1520640268310966272
1331,2171082433
1332,468457155
1333,195827401
1334,1380456146
1335,321918682
1336,84678363
1337,1579436328726536192
1338,1591429923968884736
1339,881173594121936896
1340,1157535416024801280
1341,898680284278923264
1342,1298294354520547328
1343,895240050908307456
1344,1582024928601284608
1345,87037686
1346,1593738296554921984
1347,1414938008231374852
1348,1518320447611445249
1349,883750992990412801
1350,1571581782998360065
1351,1575052644317634561
1352,887107421885407233
1353,1523011509407948801
1354,882890296845115393
1355,1596822615112523777
1356,1591377336926183425
1357,512497424
1358,133175070
1359,1597136823108739074
1360,267392801
1361,839751223469305856
1362,1484679810311983104
1363,788797220
1364,1570734194824814594
1365,204478268
1366,534779711
1367,124262227
1368,166205272
1369,1575536523369332737
1370,2458392440
1371,1575848153311428610
1372,1161442183079006208
1373,1540888560340832256
1374,6031
1375,2518161299
1376,2448168853
1377,108795810
1378,1212994524672167937
1379,6068
1380,582227918
1381,173021139
1382,326899687
1383,395581417
1384,612112362
1385,843847663
1386,162535413
1387,1012668416
1388,248256515
1389,746101668350136320
1390,727976816703574016
1391,1432434210556481536
1392,1572584802288652289
1393,102766610
1394,67901470
1395,910170146
1396,1525043413422600192
1397,182458407
1398,1470371887
1399,2751731782
1400,197924934
1401,17045580
1402,141039697
1403,3390314585
1404,314841178
1405,1065621595
1406,36706401
1407,619190372
1408,1481959682185261059
1409,569383022
1410,2539919472
1411,2472548475
1412,36968571
1413,284956799
1414,1481101044067323904
1415,158079127
1416,3027245218
1417,3364100260
1418,295704756
1419,111679670
1420,3797424312
1421,1352216831596093440
1422,1123728871516463104
1423,1223168893184827392
1424,1221854635989897216
1425,3329497288
1426,47978697
1427,1935415500
1428,233838806
1429,987031725736910849
1430,295704792
1431,1200820494984994817
1432,1152578411388395521
1433,373823707
1434,1001372270961549313
1435,3109820643
1436,325851368
1437,1388321000
1438,1534771540352413696
1439,2414614776
1440,19142913
1441,323754242
1442,211556611
1443,24910088
1444,213391625
1445,34347274
1446,1572343345976053760
1447,394795282
1448,502012192
1449,627579169
1450,279451940
1451,1112724144427139072
1452,17570098
1453,489429310
1454,1198004545
1455,4869331269
1456,1429739846
1457,900471152
1458,1214687376825626624
1459,1283024760386072576
1460,1533347748740837376
1461,3250854259
1462,1939085682
1463,214702456
1464,227547521
1465,65018250
1466,1494101669835157505
1467,1271712264815620097
1468,1114633368375898113
1469,1387467522111418369
1470,853284564122447873
1471,1028075577394311169
1472,1511461275615866881
1473,1491925183346749441
1474,222828953
1475,3122928046
1476,600578479
1477,2214074809
1478,1240468537032028163
1479,1029469957317439491
1480,793023
1481,793028
1482,2826443220
1483,1542469879156002816
1484,2407012830
1485,2895911404
1486,14162415
1487,1235244517307166725
1488,493678717
1489,110893558
1490,3030129160
1491,281287176
1492,1288580236695810055
1493,106175018
1494,95164978
1495,121117242
1496,2273581637
1497,93067847
1498,200284748
1499,109058637
1500,472390223
1501,1191711034525962245
1502,33299033
1503,877060544989188096
1504,883693970043392000
1505,945271763080007680
1506,923116845372231680
1507,805753199059750912
1508,923059568225243136
1509,1153114427937476608
1510,198974051
1511,912549687420473345
1512,1321043070507503617
1513,863122330826002433
1514,871450549975207937
1515,1241258612
1516,86514296
1517,923331522064764929
1518,2718431371
1519,234625673
1520,3166444172
1521,934106136063725570
1522,1557705675790229504
1523,1561807923877126144
1524,2827491984
1525,1325109063164841986
1526,1534931363937263616
1527,1572450757810462720
1528,272636568
1529,1510899234668969984
1530,1576264435634675713
1531,1595835094874333185
1532,822507052174024705
1533,1569701066593435648
1534,19071113
1535,1242637429963550720
1536,199498448
1537,2538085072
1538,8919762
1539,3522435792
1540,2371885790
1541,207100645
1542,155458287
1543,1527483971713507332
1544,399514370
1545,111680265
1546,2336496402
1547,202906386
1548,191109914
1549,19929890
1550,250616611
1551,207624999
1552,872422184
1553,1499994948
1554,2431392584
1555,61086538
1556,33561428
1557,74455893
1558,68164439
1559,39066458
1560,405281627
1561,44571497
1562,1445993330
1563,47455112
1564,1546656648
1565,191634316
1566,999083346947850241
1567,954332613812011009
1568,63708055
1569,1323572124
1570,389553067
1571,98311098
1572,2310282176
1573,4307819475
1574,14687198
1575,3064994783
1576,2282494952
1577,113515504
1578,96738289
1579,1596810128359145472
1580,1578890887802896384
1581,1529378111019794432
1582,1577293404513484800
1583,1572601925836718080
1584,1594257667144531968
1585,143924221
1586,603986953
1587,1572605786207010817
1588,1597699111427489793
1589,2445286424
1590,1572891296305496066
1591,1569259236810539010
1592,1057178662762614784
1593,1107597916552728576
1594,1231980221521367040
1595,1573919389069590530
1596,1066852702934700032
1597,1485486412413779970
1598,1575060730726039554
1599,747824285071347712
1600,1297804949355663360
1601,844466017581633537
1602,1496963762250825731
1603,1402410126754168835
1604,1218225212677853185
1605,1191878004235997185
1606,1111621076038094849
1607,18881614
1608,404757585
1609,476847191
1610,1491380637625991172
1611,2535464036
1612,217324647
1613,2533104750
1614,26483825
1615,743251490156929025
1616,3275234432
1617,940963735480471552
1618,610016389
1619,176168069
1620,1395924102
1621,21503112
1622,2701139078
1623,1162615952
1624,935861394
1625,950405989056106496
1626,549199003
1627,2708479136
1628,46668961
1629,1677991074
1630,160963783
1631,264248527
1632,1668553945
1633,1251239613848576000
1634,752561763489636352
1635,1253008496934739968
1636,1133861566242316288
1637,1165415335366975488
1638,129506539
1639,106437869
1640,3344178413
1641,264248576
1642,172498182
1643,1060117778
1644,241704220
1645,950279456
1646,452992293
1647,1574705250862534656
1648,217324853
1649,1291719193117655040
1650,309861713
1651,50601309
1652,1394875741
1653,84417909
1654,4810087801
1655,31726979
1656,48504208
1657,436477333
1658,117185956
1659,530849201
1660,1220812214
1661,2228755902
1662,47455679
1663,171974083
1664,1148984772
1665,1129323979
1666,131341782
1667,2425363942
1668,703464295619764224
1669,2356157943
1670,173284872
