author_id,tweet_id,conversation_author_id
1558406653,1212894578753310723,2332018374
1558406653,1212837760924557316,2332018374
1558406653,1212758956269027328,2332018374
227829587,1211786347129769985,14120924
17424947,1210792356150046725,1083521764351721473
1426727348,1210581320751079424,317749397
359024514,1207709738621796352,137712607
281627499,1204057932125687808,266635682
16557883,1202692533060546560,81658145
14085040,1202590268123422722,19851496
426909329,1202348918299910144,248875331
31285982,1199706533170425856,630706398
11985982,1198560894554431489,5476332
70509285,1196874978270027778,551208828
109257354,1195762881230446592,154541629
467924781,1195412447030460416,519818299
247125507,1194998830955220994,2165321773
681473,1194792222564274176,14559196
1123502101,1192553014936186889,231938447
2836451415,1191444183741022215,17005197
467924781,1189399629143494656,1918930622
14559196,1188995062320885761,910623276778405888
389173567,1187822254438006784,18457416
483273973,1187719050174107649,18251414
4745037737,1187438552239333377,108660744
1558406653,1184594081231638531,20931083
102703494,1184531853606305793,1242496621
2480249887,1181563829743968257,523296634
463430827,1179451157950763008,768147122
194351775,1179172825694965761,495562702
50101725,1179050178935963652,157981564
75641981,1178873937343795200,1117486406
41243878,1177061651654119424,249482402
346294679,1176898967818387457,889474622
28360658,1169761792941334528,18272473
34255829,1169258176165883904,611977465
341643950,1166444936243351553,1051677752368066560
34255829,1166339021582155777,14298769
435009374,1166251701755682818,912487791925256192
14335332,1165616517779734530,34255829
34169085,1164548241574076418,1149156679159865345
359024514,1164235394570948608,30009655
284201599,1163855099304775682,14884486
34255829,1162842084837138432,359024514
50101725,1160917928432361472,27860681
825133429,1159825136104747008,774434851294445568
16557883,1159132314607259655,1013105528
775175696645623808,1158706832548007936,763625450
114085514,1158586603184332800,121336026
359024514,1158422811586596866,540719146
5413042,1156749748466069504,738872945062252544
15741451,1156719207314264064,23480093
2766188078,1154764892685119489,1102476101530603523
50101725,1153308290312486912,36683668
16557883,1152584847992508416,30009655
16747307,1152113867973124096,23670746
16926550,1150847292485918720,242855187
22674817,1150467124344709120,175091719
34255829,1149055518360702976,23763863
316654916,1145707630482067456,1060420923122159616
48012011,1142478581710368774,438561525
24972827,1140455526074966016,54643600
415507521,1138914692443844611,4503123554
34255829,1138859030045253633,190564700
51259915,1138737760293085186,278364872
115494880,1138276035806601221,83664487
6931722,1138084357258784768,1259674092
2967296449,1137035250016456704,711804123646005248
26310576,1135704853592924160,16034692
19081841,1133850212932317185,767360013899800576
17618569,1133767333598699520,3288258646
19709183,1132699100519047168,1422310796
19159150,1132487985935654912,4808507478
265814274,1131915993175879680,75237089
265814274,1131885429068771330,609884455
192982672,1131178632498556928,1118011251123281920
1558406653,1128770141582446593,2610378102
34613951,1126886275364073480,2841927731
34255829,1126198244428505089,10047202
3030511365,1126144256169717761,1206014617
95339302,1125796035652145152,4114102997
993721842,1125402477292150784,20249683
15239391,1123978177532125189,109947014
16025112,1122943307217240069,158079127
75263523,1121780084405428224,826865210111561728
16557883,1120865355826651136,1966636014
16557883,1117593282136219649,1711281463
1044241,1116125255846596608,1493603490
370696063,1111657793310871553,1048472533
2349251,1109984483627823104,13364
16036843,1106203332375244800,15442830
341643950,1105617857197465600,1045699598029922304
14223131,1105488181628153857,123405224
36261242,1102647400022372352,16796735
1133456036,1100414817012113409,870454480474693633
17430435,1099103635508744192,1676535914
1426727348,1098422683799310336,14452214
896221,1097528718153707521,16424248
22413809,1096555722752417792,9549022
99297884,1094803137771290625,1333052750
1366811,1093954124461367296,367089411
242069220,1093202263290626048,481506909
2568461,1091470409462046720,331233189
993721842,1091040107807887365,824116194
13209362,1090346854154469378,316295696
16334724,1090286197396652033,60252165
334872991,1089609359326363648,14528874
25127355,1088896074167828480,26557077
17997467,1088810228819337217,242574045
2462262230,1088147923530002432,758751213823209473
1167013236,1086022908386988033,29331255
130596773,1085884228594675713,881731466
8884642,1083509605622300672,13748772
4397221,1083463245430632448,2803191
4691188537,1080636407515738112,3935845456
34255829,1079501321496129536,775504
1558406653,1079476993765167104,1146216962
75263523,1078714968101535745,1387915232
16340457,1078676048622092288,12811952
359024514,1078364030840987648,1075848051271581696
367873443,1077231344151904262,603045114
341643950,1074927355095732225,338821447
1558406653,1074696948530208771,43878033
602721749,1074394452469387276,590344219
1325453720,1073649482720399360,106323593
359024514,1073468900518621184,1792511
15701078,1072523339107848197,50945456
8884642,1070105395211976704,13748772
14331818,1069233208032677889,1053214002791235584
1558406653,1068004520045752320,1120560870
3956741,1066166826558738433,30367834
1039342987082440705,1062090140150128642,165497426
22231438,1059996359325966336,90116111
14031032,1058085596621459456,2373682811
265814274,1055785049730310146,71504313
6484432,1055136641961127936,96024356
125375423,1054931997045506048,26951743
14335332,1054725095401361411,2333546774
194351775,1052929941141159941,15693746
602721749,1052564479999922176,22046694
32429400,1050442187580854272,38823427
15934026,1049791497795760128,910120338444505088
34255829,1049406450580279297,1387915232
1366811,1048853274584080385,359024514
341643950,1047513526942748673,149641613
44627268,1044991544548368384,348659640
483273973,1042767322057003008,45733
2277988314,1042390384490491910,356172054
6498112,1039894851817558016,3177403487
5427422,1038378957635297280,454423746
107830074,1038282348171866112,296520276
242069220,1038137706960838658,70881374
17111285,1031935858134274048,310341051
1426727348,1031858967834763264,13914202
16557883,1028367608964210688,34255829
2523903076,1026442852711190531,38047391
60754612,1024370150911270912,17974481
1049171,1022474268532203522,82167518
34255829,1017872996072116226,14328463
268261327,1017155547584450566,22233184
14335332,1015271030380609537,452521774
112475924,1015205488659783680,525751762
2836451415,1015174826997223425,705717138015854593
112475924,1014880793842331659,991333110498263048
359024514,1014156927608082433,69133574
603344194,1012287784801845249,135721233
76613858,1011308112589058049,19539314
112719788,1006966826549612544,963094072595570690
1967601206,1006072309608779777,201899033
34255829,1004464772342079495,190564700
903345674472878081,1004433213664694272,7152572
16557883,1004124192202285056,185910976
17532167,1003897147194916864,14767730
359024514,1002315348492730370,1117246286
21032522,1000806844418396161,397455346
136400506,998664430547185664,109187903
136400506,998664018733617152,109187903
175511941,998632871639347201,34255829
314563166,998537231739572224,968738086174814213
222204014,997570997560557568,138141495
130596773,997238296995618816,1034439470
16557883,995832198245814272,796745155
11178672,990626947301552128,36711022
130596773,989509037959073794,1369901029
39268731,985191028876554240,1584074065
55247508,984868605052436480,14606079
43593,982271962041933825,1387915232
1668100142,980516493418029056,321253047
14411731,976507921667325952,14059338
82447525,975770235394404352,23082879
359024514,974419307273764865,930782420361674753
18409071,973263859904602118,52853730
14335332,973174551801577472,36623
36623,972584279011151873,2671
329911499,972216793417895937,34255829
416715629,967270148703969280,19624836
119660612,966817311146500096,234309722
80650058,964207261605384192,14368074
2452168205,962071717853126656,3001869293
359024514,961678293920436224,176519485
135904937,960917323203870720,131362254
2452168205,958363998944186370,354880191
5479282,956287837086785536,720707648
15813127,954521664850575360,817083
534563976,953501855841218560,2401319226
182070768,951860394066366464,14863625
33400961,951521541380026370,126327135
135904937,950405148995735563,12447792
681473,944578227191853056,14329764
14517538,941076900809756672,12750422
16439600,941069282095464448,886331
602721749,940771613922004993,26951743
14220113,936111755729735680,242223332
34255829,935211613870809090,820984412
14348157,933107398708944897,15325142
15341579,931829835323801601,52853730
1668100142,931604115871977477,897531000351338496
56326631,931496171813687301,1344762211
20060293,931268617479512064,402190442
668563,930271394230829056,177013239
27472675,928820392172670976,157537794
18517435,928750295143927809,902715889803517957
6183492,928090829566173184,14335332
989633635,925839515549421570,22508206
610659001,924905360904814592,17242884
1734045566,924733560354897920,17755042
34255829,924687767392616448,182905856
380004412,923944514422693888,34255829
380004412,923942913016344576,34255829
1931202925,922218761209315329,35054726
18946913,920795006507433984,110171914
410824695,917820729198022656,168498457
41359753,915841904771833857,37252275
2462262230,915227219475255296,62595772
15659909,913535234628620288,1319307108
110171914,912708660392087557,39600478
17178315,911317427836870656,118963
18504551,910412104158629888,20640328
28598848,910089612055519232,14370739
248618354,906064108717531140,807854480125468672
766863587088273408,904017932824395776,1407114206
493482998,902571615996829697,9481992
306809093,898878184644632576,27305797
112475924,897917734067089408,52584039
3238448948,895423755781931008,13788172
22545453,892813025413013504,1363287193070956545
242508382,892122025652875264,295989660
574796987,892074895923855360,6624662
57646501,888155016317554689,285038379
22545453,887794997197643780,826404294366728193
16207462,885695980280193024,15114797
84653850,885181906714808320,16741059
15662446,885008683712774144,25666447
17107007,884778891981803520,34276060
297183987,883326822557126656,1265067020
381990922,882234662516654080,19924413
103550181,880472307227136004,53845666
14118112,879814352500662277,143328113
823434,879783749604458496,15359224
11985982,878684108905467904,2968339101
2184943214,876217529483616258,415822650
5552492,874071242440974336,6861372
14790314,873858414656364544,45289289
23618940,873193274491760640,3244494751
14123301,871883684030423040,20748873
18454770,869417404299792384,351738970
28332786,864860554531409920,382301115
242069220,864372740010246144,21084111
8917142,863997983586738176,71643224
61592079,863987400254554112,345142398
14916696,863595670514565123,806623
16557883,862784565580050432,2855108864
423537761,860230049022300161,76960180
1668100142,859778106026074112,389084537
65375759,859741331136163840,16366472
15290609,858770781584596992,17547296
19346439,858400260066029569,17685258
17685258,858397717680332800,19346439
58510001,857999009058893825,21711518
16557883,856974960287469568,61734492
48176841,854487185524793345,1092378031
5633002,850653774104408067,40285398
2360511,850456723102076928,24250995
73260722,845706508662902785,1169454493
8880632,845606364911222787,17714380
37280980,841761229441982464,1112145114988720128
19717244,840244226118029312,730089848753815552
766863587088273408,839891258151583744,2236671
97578756,839491434843684864,804493761581633536
16132791,834822231414837248,542824643
594749537,833391853819031555,67052909
142389870,829001802901254145,16112517
174110843,828326279992598528,43274155
80957405,822158187528941568,827164394341568514
1069129315,822109830282379265,344395626
359024514,818943507293315072,17242884
15264675,817734846395125760,4442033603
415507521,815177435490750464,625624080
2184943214,814209170375376900,52853730
167839297,808755504511995904,278148023
3021611,807402784500826112,7120082
711773405708685313,804027870347722758,16511394
242069220,803513017765797889,24275407
341643950,799658331346386944,1144647762
11435642,797768503868719104,20263710
24544452,797163203851644928,15815532
636923,791724465864450048,14231571
19087651,787627337214988290,186667011
95740980,787089270913761280,153182633
859989740,784105178324537344,3890626468
359024514,783368380313116672,404895983
542793644,782429901207003138,105831673
242069220,778931257770213376,836598332
289462808,778757090609336321,42442665
17562737,776592906660478976,55105542
15701012,775898694684205056,19273651
5907282,774618323753598976,412239862
138171841,771367986452008961,607696353
309124612,771095037107200004,133362643
377016490,763535111409180672,17450354
36968571,760573122613481472,257993408
36651871,743125220949676037,45503645
737704297,743095418884481024,6572682
534563976,742145239020756992,74936528
253387578,741365513259909120,17134989
17269569,740561774194229249,14448263
227829587,740319426927562753,17471625
14335332,740199849811791872,78513151
233018464,739474587822530560,1212542168994238464
415507521,738685648161406976,2874559589
17528017,737927852360896513,1132776031
34255829,732961557429112832,589535421
