Id,propertyValue
1481086759240880128,0.0
1510027332286828544,0.0
503239202,0.0
480956964,0.0
734188074,0.0
260756011,0.0
1595382145312325632,0.0
775364131344056320,0.0
868084744763965443,0.0
1571174288706732035,0.0
1392559937818087425,0.0
1490465694089105409,0.0
1428125464900554753,0.0
1391961544452362241,0.0
1569049706629660675,0.0
90362421,1.0
1595885751597764608,0.0
1566674034036727808,0.0
1316946360646729732,0.0
1596194587135148036,0.0
1538044064846729218,0.6666666666666666
1438371277157322754,0.265625
1448541764134969344,0.0
3103707763,0.0
105828983,0.4166666666666667
1579880411827765254,0.0
57070205,0.0
1427355227208962052,0.0
1385572142654234626,1.0
143839873,0.0
29020815,0.0
1470022371583086597,0.0
1381977129005502469,0.14028379870217292
1445649121109417987,0.0
320787095,0.0
1407204687112118275,0.0
785065261103652867,0.0
36623013,0.0
167432870,0.0
1869271728,0.0
1493652775913279494,0.13225028556923468
1445115133873770502,0.0
1383924423279845380,0.0
15913649,1.0
291689158,0.0
2992558792,0.13958035714285713
1380278752370905095,0.0
1396997961473662981,0.0
1724306124,0.0
1427246404385316864,0.0
1510317334220709888,0.0
717717578110672896,0.0
1493003961883893760,0.0
718462928614268928,0.0
1424367828719837184,0.0
926339798,0.0
4452700887,0.0
1425885990837702664,0.0
426431202,1.0
1391305469264732166,0.0
1496111423872770049,0.0
1498935674912841729,1.0
25088746,1.0
1512176443727433737,0.0
165597948,0.0
267834111,0.0
1333878900343119874,0.11901407914474335
1350145554253291522,0.0
1396988354953158658,0.0
220910338,1.0
501142284,0.0
3139359505,0.0
227201814,0.0
1537258291411439616,0.0
1520864381378383872,0.0
5690142,0.0
3188380458,0.0
1594277538519547904,0.0
43963184,1.0
1506649064930222084,0.0
1492406335560110081,0.0
1364190473120849924,0.0
1977537332,0.0
1341100279559667712,0.0
1213413339780399104,0.0
1000917953225736192,0.0
36098873,0.0
1076268518285295616,0.0
1511081173216337925,0.0
1359973083134763013,0.0
1210937570307129345,0.0
1213295096914821121,0.0
3358774107,0.12304761304950246
1446576531766190086,0.0
1493652173112156166,0.0
1437128779193851910,0.13256435265679997
2901332836,1.0
1304230384599613442,0.0
1693635434,0.0
266261373,0.0
1406610186706382848,0.0
1098751385984593920,0.0
1493907604451389440,0.0
1441071994359803904,0.0
1557808678811496448,0.0
1421215348011855873,0.0
1355854909900353537,0.1324475251887568
1557618964854763521,0.0
1365252156878516225,0.0
1281462534596227073,0.0
1529451542830411777,0.0
1597040327952461825,0.0
1450344059952721922,0.0
1383957799772647426,0.0
1458455055057580033,0.0
1514975995786194946,0.0
1419629320079699970,0.0
1587367122488815619,0.0
1326859982147448835,1.0
1426646737238650883,0.0
1442223762544291844,0.0
1547875541113401347,0.0
1449767331421429768,0.0
1390122954902499331,0.0
1377669225418878979,0.0
1279461036089700357,0.0
1452521134860038149,0.0
1548268169994727428,0.75
1074688591719067653,0.0
1513281961665523716,0.0
1452149966604890118,0.10569166165144067
1504482975555022854,0.0
1384259152956911622,0.0
1563138156081213445,0.0
1430336171750486021,0.0
1456228393234493446,0.0
1436938716660920326,0.0
1456935344851415047,0.0
1415363175503917062,0.0
1212373256193208326,0.0
1218932668525473800,0.0
1394934253998075912,0.0
1442994579754479624,0.0
1468213498819670023,0.0
1443793632398438407,0.0
1486717000470523913,0.0
1453871473643253769,0.0
1437629312803479561,0.0
1444653700278939656,0.0
184210354,0.0
1445764136298639370,0.0
1456262540699136010,0.0
1109233381714345984,0.0
1115255355896938496,0.0
1207266890713841664,0.0
719047897753501696,0.0
1441696848834490379,0.0
1089822923412652032,1.0
164811708,1.0
1427998564806848524,0.0
49730486,0.0
1496998072563298316,1.0
1403003694480650253,0.0
1428350458549006349,0.0
1597080416216834048,0.0
1216783770818211853,0.0
1509006352911200269,1.0
349361101,0.0
1046921745733697537,0.13352241177525864
1147960812717391873,0.0
1203177849114509313,0.0
397071324,0.0
1591923679,0.0
1034533164629278722,0.0
1494215182746226688,0.0
399954928,0.0
971761,0.0
1422064108745101313,0.0
394712087,0.0
272290840,0.0
1184868143400771584,0.1841900586862759
1213239750854729728,0.0
1261581718210764800,0.0
1483974675973562368,0.0
1258742637453926400,0.0
400136975,0.12060371302026265
70964261,0.0
1420270344644956163,0.0
1484369396764086275,0.0
1492226526040842241,0.0
1290042164110450689,0.0
1531277448075042817,0.0
1229271110350299137,0.6666666666666666
47633485,0.15727352310803877
110810192,0.0
376362077,0.0
2712589410,0.0
19584103,0.0
1424187450113495045,0.0
1421916545605722115,0.0
989682008283648000,0.0
1587569949505196032,0.0
1588990068093587456,0.0
3367687273,0.0
1004685219448983552,0.0
1530670333778223107,0.0
944722298145312768,0.0
1589625982293610496,0.0
1237106487492841472,0.0
1576195188,0.0
46847098,1.0
1574205287690637313,0.0
1297182210743832577,0.0
1215271409557147649,0.0
1117161137144041473,0.0
3404387464,0.0
1597865943849488385,0.0
826725530,0.0
1259835095793504258,0.0
1572479556677767170,0.0
1584582326893305856,0.0
1586961683746021376,0.0
1252999185848307714,0.0
1453782983228416000,0.0
1572324493988618240,0.0
331797664,0.07965102353858462
3699037344,0.0
1557273736461574144,0.0
1573860312016642048,0.0
1592504005107802112,0.0
2830030004,0.0
1575266210916306947,0.0
1304854526378348547,0.0
1492408456808128513,0.0
1573339834994810881,0.0
1574896412478824449,0.0
1574028333284745217,0.4444444444444444
341234874,0.0
1591798130453929985,0.0
1565424136859652099,0.12267208701862331
1575041208979709953,0.0
377935041,0.0
531027144,0.0
1440426947339640839,0.0
1596893332172673028,0.6666666666666666
1476304505385934850,1.0
1597390061103898626,0.0
1570134689075060738,0.0
1576652365297508354,0.0
1573553461836275714,0.13019249831324498
1579716222786183168,0.0
414373079,0.0
40937860,0.0
481219814,0.0
1198166251329261573,0.0
1478897705975963651,0.6666666666666666
97965289,0.0
260756722,0.0
3346191604,0.0
19059966,1.0
1573783398153424902,0.0
1189509775614251014,0.0
1403837763636584452,0.0
1362900837710848004,0.0
1447332977705377796,0.3076923076923077
1504907822030544900,0.0
1588311264190529536,0.0
876139769234718720,0.0
1533112378862075904,0.0
1571744370214277126,0.0
536270090,0.0
1511722215800201220,0.0
1580473920460935170,1.0
1586487518920429570,0.0
1573036052226400261,0.0
1574864184637915137,0.0
715906788130816001,0.0
41342241,0.0
1595429569040744449,0.0
237688098,0.0
311612708,0.0
846384706518167553,0.0
25089326,0.0
1545710080028540928,0.0
1563194999881486337,1.0
1498771607086587910,0.0
1560730918310010886,0.0
1444071432691015686,0.0
1576885462819405826,0.0
630641976,1.0
231920963,0.0
1574507936444997639,0.0
1433043493572784128,0.0
30856530,0.0
1423451759738040320,0.0
1417975964198449152,0.0
1047581825823121408,0.0
32429400,0.0
2459358552,0.0
183948645,0.0
1417462557229658113,0.0
1325151605747036161,0.0
1447603056359714817,0.0
1352346839106924545,0.0
478598515,0.0
171890040,0.0
2697123192,0.0
99800441,0.0
153277817,0.0
63362429,1.0
503502206,0.0
1597773362507440137,0.0
1471086936538427394,0.0
17487236,0.14136736521259372
1574559827128352768,0.0
1593090746994786304,0.0
1573556089244745728,0.0
1217273794802352128,0.0
1013313331287949312,0.0
852084073195503616,0.0
1240216488432238592,0.4444444444444444
1361341339753984002,0.0
1016364562759680000,0.0
751045214786158592,0.0
479647119,0.0
301913482,0.0
796579224,0.0
402576793,0.0
1337783866384396291,0.0
1582881458599124992,1.0
2194068895,0.0
2228934048,0.0
862787493548130305,0.0
914508088337629185,0.0
1575079356573024257,0.0
1496922827781517315,0.6666666666666666
1358838268515790851,0.0
1126037396087242753,1.0
98751918,0.0
1452575543740805124,0.0
1574345872795631618,0.0
1236079907576270848,0.0
1132280828036173824,0.0
1248415376041365504,0.0
1318047868335214592,0.0
1257780672489377792,0.0
614651327,0.0
229561791,0.0
1214077826011287552,0.0
3352745410,0.0
1460055207275081733,0.0
1590448030800543747,0.0
478336484,0.0
1405612069223870470,0.09732557053457455
1567170477361070084,0.0
519755257,0.0
118674937,0.0
1491857516225048583,1.0
247125507,0.0
1316321064260075525,0.0
1245736746547019781,0.0
1593650291039141893,1.0
1261987199035244549,0.10686255742725881
12506632,0.0
137811467,1.0
192599564,0.0
2961626639,0.0
1470092672010498056,0.0
1396537542061797384,0.0
1429469693161713672,1.0
39769631,0.0
375838240,0.0
1420219938,0.0
840095268,0.0
288544298,0.0
554096185,0.0
1031324998034706432,1.0
998152861342158848,0.0
946073731809595392,0.14793991538177584
1067216646815797248,0.0
983423606276411392,0.0
1037781424533852160,0.0
840257177013112832,0.0
1098038373929897984,1.0
1323310005605552128,0.0
23778874,0.0
1418315917839249418,0.0
1532509457506238472,0.0
149345872,0.0
145938000,0.6666666666666666
1572813340774367232,0.0
964142092288184321,0.0
2833700447,0.0
162190944,0.0
24303205,0.0
871154910947024896,0.0
931044929744248832,0.0
3009861245,1.0
1529552037473812480,0.0
1572864544439140352,0.0
1351261113338404865,0.0
1494051943949664256,0.0
268621450,0.0
1670043272,0.0
133879433,0.0
1575804785097572352,0.0
2435503758,0.0
1571225405604102144,0.0
1346901365050679297,0.0
171890315,0.0
10409622,0.0
3122583196,0.0
313972387,0.0
284087975,1.0
240047797,0.0
62576309,1.0
1576768944181899265,0.0
1374373636274941953,0.0
