tweet_id,Source,Target,conversation_id,limitedTopics
1290178588436832256,1967601206,,1290178588436832256,"[6, 8, 5, 9, 7, 3, 4, 1, 0, 2]"
1290281515708846081,242069220,,1290281515708846081,"[6, 8, 4, 7, 0, 5, 2, 1, 9, 3]"
1290987499062464512,19475858,,1290987499062464512,"[6, 4, 5, 7, 2, 1, 9, 8, 3, 0]"
1291063018684547073,483273973,,1291063018684547073,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1291695710912614402,38454460,,1291695710912614402,"[6, 8, 4, 7, 5, 9, 1, 2, 0, 3]"
1292742436377124864,1022001561055252485,,1292722571507568640,"[6, 8, 4, 7, 3, 9, 5, 2, 1, 0]"
1293532898705002496,2424807881,,1293532898705002496,"[6, 5, 7, 4, 3, 2, 9, 8, 0, 1]"
1293538515377180674,3510871,,1293538515377180674,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1293669846761316355,23450421,,1293669846761316355,"[6, 4, 5, 9, 7, 1, 8, 2, 0, 3]"
1294144236170903555,123533962,,1294144236170903555,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1294839150177390592,18831926,,1294839150177390592,"[6, 4, 5, 9, 7, 3, 8, 1, 2, 0]"
1294978479352578048,16264836,,1294978479352578048,"[6, 8, 5, 7, 9, 1, 4, 2, 3, 0]"
1295084173993050115,16264836,,1295084173993050115,"[6, 8, 5, 7, 9, 1, 4, 2, 3, 0]"
1295795850925322241,534563976,,1295795850925322241,"[6, 8, 7, 3, 4, 5, 2, 1, 0, 9]"
1296139242989670401,483273973,,1296139242989670401,"[6, 4, 5, 9, 7, 8, 1, 2, 3, 0]"
1296867124682596353,135583203,586676613.0,1296809742740992000,"[6, 8, 4, 5, 9, 7, 2, 3, 0, 1]"
1296893905225625601,80650044,3099384448.0,1296029833928081408,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1297500691733323776,224180296,,1297500691733323776,"[6, 8, 4, 5, 9, 7, 0, 1, 2, 3]"
1298516980337704961,10933912,,1298516980337704961,"[6, 4, 5, 7, 3, 2, 1, 8, 9, 0]"
1298610273595600897,10933912,,1298610273595600897,"[6, 4, 5, 7, 3, 2, 1, 8, 9, 0]"
1298644199009669123,10933912,,1298644199009669123,"[6, 4, 5, 7, 3, 2, 1, 8, 9, 0]"
1299394785241858049,406842374,,1299388199555522561,"[6, 8, 5, 9, 7, 3, 2, 4, 1, 0]"
1300564638992605185,491631309,71672417.0,1300560684921556992,"[6, 8, 4, 5, 9, 7, 3, 1, 0, 2]"
1300855509403291649,135997883,1968019591.0,1300848654417367040,"[6, 8, 4, 5, 7, 2, 9, 1, 3, 0]"
1300961959647604736,818554054309715969,,1300961959647604736,"[6, 5, 9, 7, 2, 4, 1, 8, 3, 0]"
1301178752177766400,1304091,,1301178752177766400,"[6, 8, 5, 9, 7, 3, 0, 1, 4, 2]"
1301512015643541506,19019298,,1301512015643541506,"[6, 8, 5, 9, 7, 4, 2, 1, 3, 0]"
1301886526155091969,959006033791410176,,1301886526155091969,"[6, 4, 5, 3, 9, 8, 7, 2, 0, 1]"
1303049371412553728,66182591,,1303042728826109953,"[6, 8, 4, 5, 3, 9, 1, 0, 2, 7]"
1305397504998023168,322282468,,1305397504998023168,"[6, 8, 4, 5, 9, 3, 0, 7, 1, 2]"
1305484380593434624,168506048,,1305484380593434624,"[6, 9, 7, 3, 0, 2, 4, 8, 1, 5]"
1305558960355905536,29678151,6854162.0,1305417452344487937,"[6, 8, 4, 5, 9, 7, 2, 1, 0, 3]"
1305831278290362369,602017071,,1305831278290362369,"[6, 8, 4, 5, 7, 0, 2, 9, 1, 3]"
1306247596592201730,312448486,,1306247596592201730,"[6, 4, 7, 9, 2, 8, 1, 5, 0, 3]"
1306251153378865153,172739535,,1306251153378865153,"[6, 4, 5, 9, 7, 0, 2, 3, 1, 8]"
1306410782478012416,19355829,7.202562206914437e+17,1306407544202702849,"[6, 8, 5, 7, 2, 1, 4, 9, 3, 0]"
1306412966569541635,21780652,,1306412966569541635,"[6, 4, 5, 9, 7, 3, 1, 2, 0, 8]"
1306462309712195585,109631779,,1306462309712195585,"[6, 8, 4, 5, 9, 2, 1, 7, 3, 0]"
1306620024375967746,626398281,,1306620024375967746,"[6, 8, 4, 5, 9, 3, 0, 7, 2, 1]"
1306775039027576832,1014861853338398720,,1306775039027576832,"[6, 8, 4, 5, 9, 7, 1, 2, 3, 0]"
1306909561962590210,42918167,,1306909561962590210,"[6, 8, 4, 5, 9, 7, 2, 1, 0, 3]"
1307273425321447429,602017071,,1307273425321447429,"[6, 8, 4, 5, 7, 0, 2, 9, 1, 3]"
1308526719741997056,36958179,,1308526719741997056,"[6, 8, 4, 5, 7, 2, 3, 1, 9, 0]"
1309236163551535105,17778401,,1309236163551535105,"[6, 8, 4, 9, 7, 5, 2, 1, 3, 0]"
1310081768054296576,14862794,,1310081768054296576,"[6, 8, 5, 9, 7, 4, 2, 3, 1, 0]"
1310954566930890758,860158302,,1310954566930890758,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1310992153636634625,37978457,,1310992153636634625,"[6, 8, 4, 9, 7, 2, 5, 1, 0, 3]"
1311601509298327553,16616757,,1311601509298327553,"[6, 8, 4, 5, 7, 9, 1, 2, 0, 3]"
1311968151777796096,1477811,,1311968150272053248,"[6, 8, 5, 9, 7, 3, 0, 1, 4, 2]"
1312464956864880640,42763598,,1312464956864880640,"[6, 8, 4, 5, 9, 7, 3, 0, 2, 1]"
1312604066791342081,18993395,,1312604066791342081,"[6, 8, 5, 9, 3, 2, 7, 4, 0, 1]"
1313791050163552257,70985635,,1313791050163552257,"[6, 8, 4, 7, 9, 5, 2, 3, 1, 0]"
1313876498584145921,15933632,,1313876498584145921,"[6, 8, 4, 5, 7, 1, 2, 3, 9, 0]"
1313969183026294786,4060086012,,1313969183026294786,"[6, 8, 4, 5, 9, 3, 7, 0, 1, 2]"
1314273864201969664,60693203,,1314273864201969664,"[6, 8, 4, 5, 9, 7, 1, 2, 3, 0]"
1314509318079864832,322282468,,1314509318079864832,"[6, 8, 4, 5, 9, 3, 0, 1, 7, 2]"
1314685847975976961,17809431,,1314685847975976961,"[6, 4, 9, 7, 0, 5, 1, 8, 2, 3]"
1316001243987406851,60693203,,1316001243987406851,"[6, 8, 4, 5, 9, 7, 1, 2, 3, 0]"
1316124048821088256,20695474,,1316124048821088256,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1316373953531838465,226281344,,1316373953531838465,"[6, 8, 4, 5, 9, 7, 2, 3, 1, 0]"
1317423132630683650,60450059,20484365.0,1218591523547287552,"[6, 8, 4, 5, 7, 3, 1, 2, 9, 0]"
1317704141670666240,2881357498,,1317704141670666240,"[6, 8, 4, 5, 9, 7, 2, 0, 1, 3]"
1318186402291490816,198898768,,1318186402291490816,"[6, 8, 5, 7, 3, 0, 4, 2, 9, 1]"
1318282281182760960,766767121,1.0106166080945889e+18,1318212615462584320,"[6, 4, 9, 7, 2, 1, 5, 8, 0, 3]"
1318558190406144003,34959676,,1318558190406144003,"[6, 4, 5, 9, 7, 3, 8, 1, 2, 0]"
1319354989639323649,474998636,,1319354984404815874,"[6, 8, 5, 7, 3, 4, 9, 2, 0, 1]"
1319644925110198273,1276177187322945541,,1319644925110198273,"[6, 4, 9, 7, 3, 5, 2, 8, 1, 0]"
1319947861841293312,1276177187322945541,,1319947861841293312,"[6, 4, 5, 9, 7, 3, 8, 2, 1, 0]"
1320691699358830592,558889051,,1320691699358830592,"[6, 8, 4, 5, 7, 9, 1, 2, 3, 0]"
1321361664525164545,2905729786,,1321361664525164545,"[6, 4, 5, 9, 7, 2, 8, 1, 0, 3]"
1324079474472853505,940334713,,1324076260381917184,"[6, 8, 4, 5, 9, 7, 0, 2, 1, 3]"
1324201224586072065,807122,,1324199406195953664,"[6, 8, 5, 7, 9, 2, 4, 1, 3, 0]"
1324445589233455106,19071113,136418981.0,1324432738653528067,"[6, 4, 5, 9, 7, 3, 0, 8, 2, 1]"
1324964039886163968,1194200332445741057,,1324964039886163968,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1326536413945475072,787028509,,1326536413945475072,"[6, 4, 5, 9, 7, 3, 1, 2, 8, 0]"
1326904910059872256,821566173657595905,,1326904910059872256,"[6, 4, 5, 9, 7, 8, 2, 1, 3, 0]"
1327250026796552192,403530978,,1327250026796552192,"[6, 8, 5, 9, 7, 3, 2, 1, 4, 0]"
1327250919126405129,1115565221379231744,,1327250919126405129,"[6, 4, 5, 9, 7, 3, 8, 2, 1, 0]"
1328418655361789959,234534756,,1328418655361789959,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1328760060974084096,970939705629069312,,1328760060974084096,"[6, 4, 5, 7, 2, 3, 9, 1, 8, 0]"
1328765960006713344,12512312,92437155.0,1328755845212069911,"[6, 4, 5, 9, 7, 8, 2, 1, 0, 3]"
1329037709260689410,1465321453,,1329037709260689410,"[6, 8, 4, 5, 7, 2, 9, 3, 1, 0]"
1329045380089192450,941754604118831105,,1329045380089192450,"[6, 8, 5, 9, 7, 2, 4, 1, 3, 0]"
1329448550904762368,1215462115592560640,211073619.0,1329070889372176384,"[6, 4, 5, 7, 2, 9, 8, 0, 3, 1]"
1329484646321512448,356324811,,1329484646321512448,"[6, 5, 9, 7, 2, 4, 8, 3, 1, 0]"
1329490177568501760,13205612,,1329490173730705409,"[6, 8, 4, 5, 0, 7, 9, 3, 2, 1]"
1329546842946859009,2427421832,,1329546842946859009,"[6, 8, 4, 5, 9, 7, 1, 3, 2, 0]"
1330164065747021825,300974581,,1330164065747021825,"[6, 4, 5, 3, 8, 9, 7, 1, 2, 0]"
1331672388438810625,45421005,,1331672388438810625,"[6, 4, 5, 7, 3, 9, 8, 1, 2, 0]"
1331910690643251200,139687250,,1331910690643251200,"[6, 8, 4, 5, 7, 2, 9, 1, 3, 0]"
1332737548121149440,860158302,,1332737548121149440,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1332756073112023044,13205612,,1332756073112023044,"[6, 4, 5, 7, 2, 8, 9, 1, 3, 0]"
1333380974218981379,196458749,,1333380974218981379,"[6, 8, 4, 7, 0, 5, 9, 2, 1, 3]"
1334373313448005634,1414858003,,1334370305075073024,"[6, 4, 7, 0, 1, 9, 2, 5, 8, 3]"
1334584643367088130,326555459,,1334584643367088130,"[6, 8, 4, 5, 7, 3, 0, 9, 1, 2]"
1334864059133382658,108155579,,1334864059133382658,"[6, 8, 4, 7, 2, 9, 1, 5, 3, 0]"
1334876385391874050,15446773,,1334876385391874050,"[6, 8, 4, 5, 9, 7, 1, 2, 3, 0]"
1335215690752667651,112424966,,1335215455615770627,"[6, 4, 5, 9, 7, 8, 2, 0, 1, 3]"
1336381296940085248,38733200,,1336381296940085248,"[6, 8, 4, 5, 9, 7, 1, 0, 2, 3]"
1336470969007878146,838464523,,1336470969007878146,"[6, 4, 5, 7, 1, 2, 0, 3, 8, 9]"
1337002610176499717,936023434919677952,,1337002610176499717,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1337003906698801152,1031492154173149185,,1337003906698801152,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1337060721260113920,3057185511,,1337060721260113920,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1337457252127698944,352515718,,1337457252127698944,"[6, 8, 4, 5, 9, 7, 2, 1, 0, 3]"
1338481241629151232,39743812,,1338481241629151232,"[6, 8, 4, 5, 7, 3, 2, 1, 9, 0]"
1338484241466736640,19897138,,1338484241466736640,"[6, 8, 4, 5, 7, 2, 1, 3, 9, 0]"
1338546498984939531,16336998,,1338546498984939531,"[6, 4, 9, 7, 5, 3, 1, 2, 8, 0]"
1338715408828755969,711760467383877632,,1338715408828755969,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1339653401618034688,1586620868,,1339653401618034688,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1340305248858955777,1243227921726066688,,1340305243108564992,"[6, 8, 4, 5, 7, 2, 9, 1, 3, 0]"
1340703479283785729,15729784,,1340589810520629249,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1341461645927849984,66780587,,1341461645927849984,"[6, 4, 7, 3, 9, 5, 1, 2, 8, 0]"
1342058455968980995,1224277500,,1342058455968980995,"[6, 8, 4, 5, 7, 1, 9, 2, 0, 3]"
1342472982728347651,1218115722,,1342472982728347651,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1342473460300173313,762969396511924224,,1342473460300173313,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1343687628084822016,281809469,,1343687624028876801,"[6, 8, 4, 5, 7, 3, 1, 2, 9, 0]"
1343690707656126468,3020467966,,1343690707656126468,"[6, 8, 7, 4, 1, 5, 9, 2, 0, 3]"
1344408223059730433,14473569,,1344408223059730433,"[6, 8, 7, 3, 1, 4, 5, 2, 9, 0]"
1344725525214818310,12512312,325661998.0,1344709794024681472,"[6, 8, 4, 5, 7, 2, 9, 3, 0, 1]"
1345857938829803521,836833110,,1345653767190925313,"[6, 8, 4, 5, 9, 7, 2, 3, 0, 1]"
1346364661541842944,122324271,,1346364661541842944,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1346536422950498308,40788497,,1346536302951469057,"[6, 8, 4, 9, 7, 2, 5, 1, 0, 3]"
1346847744749551618,163211428,,1346847744749551618,"[6, 8, 4, 5, 9, 3, 7, 1, 0, 2]"
1346943374977167360,163211428,,1346943374977167360,"[6, 8, 4, 5, 9, 3, 7, 1, 0, 2]"
1347226710794772483,14429854,,1347226710794772483,"[6, 8, 4, 5, 7, 1, 9, 2, 3, 0]"
1347271952516395009,14429854,,1347271952516395009,"[6, 8, 4, 5, 7, 1, 9, 2, 0, 3]"
1347275345137905664,27884506,1484715356.0,1347270849968173056,"[6, 8, 4, 5, 7, 3, 9, 2, 1, 0]"
1347845573148344321,20235032,,1347845573148344321,"[6, 8, 4, 5, 7, 0, 2, 1, 9, 3]"
1349000765680054272,1586620868,,1349000765680054272,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1349826024947806208,525413893,756980366.0,1349806067195133952,"[6, 5, 7, 3, 2, 4, 9, 8, 1, 0]"
1350133211804917763,28308062,,1350133211804917763,"[6, 8, 4, 5, 9, 7, 3, 0, 2, 1]"
1351389497347465218,75810217,,1351389497347465218,"[6, 8, 4, 5, 3, 9, 1, 2, 7, 0]"
1352184674886451200,897726186612248576,,1352184674886451200,"[6, 8, 4, 5, 9, 7, 2, 3, 1, 0]"
1354500451920617472,78619534,,1354500451920617472,"[6, 8, 4, 5, 9, 7, 0, 2, 1, 3]"
1354810489323229184,534563976,,1354806394835193867,"[6, 8, 5, 9, 7, 4, 2, 1, 0, 3]"
1354855418359590923,14186089,,1354855418359590923,"[6, 8, 4, 5, 7, 3, 2, 9, 0, 1]"
1356312619834077187,1829775128,412429578.0,1356239721727406081,"[6, 8, 4, 5, 7, 3, 9, 1, 2, 0]"
1356616990878797824,86640232,,1356616344104501249,"[6, 8, 5, 9, 2, 4, 7, 1, 3, 0]"
1357139290338304001,21067835,,1357139290338304001,"[6, 4, 5, 7, 3, 1, 9, 8, 2, 0]"
1357728681666482181,23633703,,1357728681666482181,"[6, 8, 4, 5, 9, 7, 0, 1, 3, 2]"
1358166128481165316,1586620868,,1358166128481165316,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1359914676314906634,1171109054,,1359914676314906634,"[6, 8, 4, 7, 2, 5, 1, 0, 9, 3]"
1360070522759876608,564511791,,1360070522759876608,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1360278851155234816,164089883,,1360278851155234816,"[6, 8, 4, 9, 0, 5, 7, 2, 3, 1]"
1360469002355671044,2735246778,,1360469002355671044,"[6, 8, 4, 5, 7, 3, 2, 1, 9, 0]"
1362022455745916933,180472033,,1362022455745916933,"[6, 8, 4, 5, 7, 2, 9, 0, 1, 3]"
1362296969973096449,787028509,,1362296969973096449,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1362429053806907394,19685572,,1362429053806907394,"[6, 8, 4, 5, 9, 3, 0, 7, 2, 1]"
1364700334187307013,3433516535,,1364700315044438023,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1364948706244628482,137962899,,1364948706244628482,"[6, 8, 4, 5, 9, 7, 3, 0, 1, 2]"
1365363761863946245,950069113,,1365363761863946245,"[6, 5, 9, 7, 1, 4, 8, 0, 2, 3]"
1366427558158479367,15511806,,1366427558158479367,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1366792468713385986,173963882,,1366792468713385986,"[6, 5, 9, 7, 3, 1, 2, 8, 4, 0]"
1367143063269818371,311613062,,1367143063269818371,"[6, 8, 4, 5, 7, 3, 2, 1, 9, 0]"
1367384049107554304,2509326835,,1367384049107554304,"[6, 4, 5, 9, 7, 0, 8, 2, 1, 3]"
1367991179892121602,16988038,,1367991179892121602,"[6, 5, 9, 7, 4, 2, 8, 1, 0, 3]"
1368115887472058371,63135089,,1368115887472058371,"[6, 8, 4, 5, 9, 7, 1, 2, 0, 3]"
1369195435898773506,17673635,,1369193943959621632,"[6, 8, 4, 5, 3, 2, 7, 1, 0, 9]"
1369698691582468096,21439977,,1369698681595760645,"[6, 8, 4, 5, 7, 9, 1, 2, 3, 0]"
1370119611887288328,561441123,,1370119263386796039,"[6, 8, 4, 5, 3, 1, 9, 7, 2, 0]"
1370217143967518722,2811559122,,1370216641850605568,"[6, 8, 7, 9, 5, 2, 1, 3, 0, 4]"
1371866344942153732,162094209,16168529.0,1371832803244044297,"[6, 8, 4, 5, 7, 3, 0, 9, 1, 2]"
1372155961905848326,456729830,,1372155961905848326,"[6, 4, 5, 9, 7, 0, 2, 1, 8, 3]"
1372568671755902979,37657742,,1372568671755902979,"[6, 8, 4, 5, 9, 7, 0, 2, 1, 3]"
1375577906030632960,55408819,,1375577906030632960,"[6, 8, 5, 7, 3, 2, 4, 1, 9, 0]"
1376964248383930368,14792516,,1376964248383930368,"[6, 5, 9, 7, 3, 8, 1, 4, 2, 0]"
1378005036337348615,14775752,,1378005035100086272,"[6, 4, 9, 7, 3, 1, 5, 2, 8, 0]"
1379683779795578880,61123963,,1379679051103698948,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1381467035352199177,16374906,,1381441344715952130,"[6, 8, 5, 9, 7, 0, 3, 2, 4, 1]"
1381614886514536462,45586617,189868631.0,1381605685167861762,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1381705740960768001,38748615,,1381705740960768001,"[6, 8, 4, 5, 9, 7, 2, 3, 1, 0]"
1381996853667979271,740238495952736256,,1381996853667979271,"[6, 8, 5, 9, 7, 3, 4, 2, 1, 0]"
1382027948287520778,483273973,,1382027948287520778,"[6, 8, 4, 5, 7, 1, 2, 9, 0, 3]"
1382810138436833282,276900575,,1382810138436833282,"[6, 8, 5, 9, 7, 4, 2, 1, 0, 3]"
1383859893774348291,130596773,,1383859893774348291,"[6, 4, 9, 7, 8, 5, 2, 1, 0, 3]"
1384095803703128071,834454986,,1384089779008983042,"[6, 8, 4, 5, 9, 7, 3, 2, 0, 1]"
1384544406758301696,18683406,,1384544406758301696,"[6, 8, 5, 9, 7, 4, 1, 3, 0, 2]"
1384901857764646915,519769200,,1384901857764646915,"[6, 8, 5, 9, 7, 3, 1, 4, 2, 0]"
1385621731239505920,589624653,,1385621731239505920,"[6, 8, 4, 5, 7, 2, 9, 1, 3, 0]"
1387756546365526020,17800181,,1387756546365526020,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1389180437524713476,302718869,,1389180437524713476,"[6, 8, 4, 5, 9, 3, 7, 2, 1, 0]"
1389491713455108097,130596773,,1389491713455108097,"[6, 8, 4, 7, 5, 2, 1, 9, 0, 3]"
1390630055827714048,96779362,,1390630055827714048,"[6, 8, 4, 9, 7, 3, 2, 1, 5, 0]"
1390640521819959297,1012612487596953600,,1389579484626575361,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1390793235862335491,135953646,,1390793235862335491,"[6, 8, 4, 5, 9, 3, 1, 0, 2, 7]"
1391720929810653186,11791512,,1391720929810653186,"[6, 8, 4, 9, 7, 3, 5, 2, 1, 0]"
1391983682949292035,787028509,,1391983682949292035,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1392166373388849158,24959108,,1392166373388849158,"[6, 5, 9, 7, 0, 4, 2, 8, 1, 3]"
1392842397701218307,21286806,,1392842397701218307,"[6, 4, 5, 9, 7, 1, 2, 8, 3, 0]"
1395414442444210179,22609222,,1395414442444210179,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1396073619869085705,16348549,,1396073619869085705,"[6, 4, 9, 7, 3, 2, 5, 8, 1, 0]"
1397194261372809221,14878174,,1397194261372809221,"[6, 4, 5, 9, 7, 0, 1, 2, 8, 3]"
1397870126163128322,745996312882061312,,1397839070672211969,"[6, 8, 4, 5, 9, 7, 3, 0, 2, 1]"
1397992752319647744,2296326144,,1397992752319647744,"[6, 8, 5, 9, 7, 3, 2, 4, 1, 0]"
1399391065421926400,83529586,,1399391065421926400,"[6, 4, 5, 9, 7, 1, 8, 2, 3, 0]"
1399804433949671427,61818339,,1399804433949671427,"[6, 8, 4, 9, 7, 5, 1, 2, 3, 0]"
1400863934614171649,18683406,,1400863934614171649,"[6, 8, 5, 9, 7, 3, 0, 4, 1, 2]"
1400918503633338375,253616392,,1400918503633338375,"[6, 8, 9, 7, 4, 2, 5, 1, 3, 0]"
1402158746030256128,19050000,,1402158746030256128,"[6, 4, 5, 7, 3, 1, 2, 0, 8, 9]"
1402265665139003395,359024514,1.0239278426090127e+18,1402250001510658050,"[6, 8, 4, 9, 7, 0, 5, 2, 1, 3]"
1402673362061647872,166252256,,1402673362061647872,"[6, 4, 5, 7, 0, 2, 8, 9, 1, 3]"
1402927024793174016,48310425,,1402927024793174016,"[6, 4, 5, 7, 2, 9, 0, 8, 3, 1]"
1403214012624650240,158865339,,1403214012624650240,"[6, 4, 5, 9, 7, 0, 2, 8, 3, 1]"
1403373195185508353,2735591,,1403373195185508353,"[6, 4, 5, 9, 7, 0, 8, 3, 2, 1]"
1404064259085004801,17018765,,1404064259085004801,"[6, 4, 5, 9, 7, 2, 1, 8, 0, 3]"
1404785912580562946,1077802308,,1404785912580562946,"[6, 4, 5, 7, 3, 9, 8, 2, 1, 0]"
1404807154188570641,1648615956,,1404807154188570641,"[6, 8, 5, 9, 7, 4, 1, 2, 3, 0]"
1404850942609141765,45421005,,1404850942609141765,"[6, 8, 5, 9, 7, 3, 4, 1, 2, 0]"
1406057066058313733,1067308099,,1406057066058313733,"[6, 9, 7, 3, 5, 8, 4, 2, 1, 0]"
1543355989897920514,756350860142182400,1.41226798936209e+18,1543321732282519552,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1543358494564388864,1534124367449411584,,1543358494564388864,"[6, 8, 4, 5, 9, 7, 3, 0, 2, 1]"
1543369662389538819,1498295935989952519,,1543369662389538819,"[6, 4, 7, 3, 5, 2, 9, 8, 1, 0]"
1543371782438240256,1361747774207852561,2603421252.0,1543369237456191489,"[6, 8, 4, 9, 7, 3, 2, 5, 1, 0]"
1543378823135502336,771128695494963200,,1543378823135502336,"[6, 4, 5, 7, 3, 9, 1, 2, 8, 0]"
1543389552370487298,1453150636091060224,,1543389552370487298,"[6, 8, 4, 9, 7, 3, 5, 1, 2, 0]"
1543392079111503876,1517696955329228800,,1543392079111503876,"[6, 8, 5, 7, 4, 1, 3, 2, 0, 9]"
1543394904277241856,1415305029221822464,,1543394904277241856,"[6, 8, 4, 5, 7, 1, 3, 2, 0, 9]"
1543399561846202382,103207487,,1543399561846202382,"[6, 8, 4, 5, 7, 2, 1, 9, 3, 0]"
1543399578141184006,1469871336969355264,,1543399578141184006,"[6, 8, 4, 5, 9, 7, 3, 0, 2, 1]"
1543406705283039232,1498227496948482049,95383781.0,1543366192907407361,"[6, 8, 4, 5, 7, 1, 0, 2, 9, 3]"
1543409397850058752,895176586101747714,,1543409397850058752,"[6, 8, 4, 5, 9, 7, 2, 3, 0, 1]"
1543413410431393794,790019230389248000,,1543413410431393794,"[6, 8, 5, 7, 3, 4, 2, 1, 0, 9]"
1543413423521906688,561742581,,1543413423521906688,"[6, 8, 5, 7, 3, 4, 2, 1, 0, 9]"
1543414667648843776,315178860,,1543414667648843776,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1543417774323539968,798138990,1.4870907385589965e+18,1543400854409003009,"[6, 8, 4, 9, 7, 3, 0, 5, 2, 1]"
1543417807391653888,21899994,,1543417807391653888,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1543419349054083072,1468335170315251712,,1543419349054083072,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1543431198289977350,1654001870,,1543431198289977350,"[6, 8, 4, 5, 7, 2, 9, 1, 0, 3]"
1543433781213769728,1428892711277367298,,1543433781213769728,"[6, 8, 4, 5, 9, 7, 2, 1, 3, 0]"
1543442982447226884,538647298,181109114.0,1543111214581960704,"[6, 8, 4, 9, 7, 2, 1, 3, 5, 0]"
1543452382662647809,1482740339412774912,2967831.0,1543257091808403457,"[6, 8, 4, 5, 9, 7, 0, 2, 1, 3]"
1543457553991884801,1405132596393123842,1.531475128462504e+18,1543171108068741120,"[6, 8, 4, 5, 7, 2, 1, 9, 3, 0]"
1543472407670923264,538590074,9.351764944895058e+17,1543386101708193793,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1543472894574878721,1373800754,,1543472894574878721,"[6, 8, 4, 9, 7, 3, 1, 2, 0, 5]"
1543472903437619200,1451497308634353686,1.4870907385589965e+18,1543400854409003009,"[6, 8, 5, 9, 7, 0, 3, 4, 1, 2]"
1543476155210412032,813783112333348864,2463511302.0,1543225691965210625,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1543479957686521856,1280876954409996289,,1543479957686521856,"[6, 4, 7, 3, 0, 1, 8, 2, 5, 9]"
1543480105560952834,1327585736951029763,1.3102162280662835e+18,1543181278152953856,"[6, 8, 4, 5, 9, 7, 3, 2, 1, 0]"
1543486662575067138,4970411,,1543486662575067138,"[6, 4, 5, 7, 1, 2, 3, 8, 0, 9]"
1543487073042239488,2480128512,,1543487064989224961,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1543489555671687169,2883884077,,1543489555671687169,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1543489555973775368,1225985665583570946,,1543489555973775368,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1543490294980689921,1134829494315954182,,1543490294980689921,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1543494714590199814,1493974191292485646,,1543494714590199814,"[6, 8, 4, 5, 9, 7, 0, 2, 3, 1]"
1543496793555718146,185115193,,1543496793555718146,"[6, 8, 4, 5, 9, 7, 3, 1, 2, 0]"
1543497153011671041,1505490830743715848,1.4190030805956076e+18,1543441253773238274,"[6, 8, 4, 5, 7, 3, 0, 2, 1, 9]"
1543497356917751809,1531169296533098496,1.2431851678056612e+18,1543494899751960581,"[6, 8, 4, 5, 7, 3, 0, 1, 9, 2]"
1543501797364535304,3067524713,1.36133053713109e+18,1543169903259262979,"[6, 8, 4, 5, 7, 1, 2, 3, 9, 0]"
1543502875665514496,2923578269,,1543502875665514496,"[6, 8, 4, 5, 9, 7, 3, 0, 1, 2]"
1543518834606292993,1248351940301422593,1.0920687620970168e+18,1542659387428409352,"[6, 4, 5, 7, 8, 1, 9, 0, 3, 2]"
